tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1998-7308,Adelaide,Hard,32,A,19980105,1,B446,1,,Jonas Bjorkman,R,183,SWE,25.788,4,,S406,,,Grant Stafford,R,188,RSA,26.612,74,,6-4 6-2,3,R32,68,7,1,56,29,22,17,9,1,1,2,4,54,29,18,11,9,2,5
1998-7308,Adelaide,Hard,32,A,19980105,2,S331,,,Jason Stoltenberg,R,185,AUS,27.756,79,,M578,,,Juan Antonio Marin,R,175,CRC,22.847,87,,6-4 6-1,3,R32,69,6,0,56,30,23,15,9,1,2,1,7,64,32,19,11,8,9,13
1998-7308,Adelaide,Hard,32,A,19980105,3,E140,,Q,Nicolas Escude,R,185,FRA,21.758,93,,R284,,,Alex Radulescu,R,185,GER,23.08,71,,6-0 7-5,3,R32,61,12,0,51,28,22,9,9,4,7,3,2,60,38,18,7,9,5,12
1998-7308,Adelaide,Hard,32,A,19980105,4,J129,7,,Thomas Johansson,R,180,SWE,22.787,39,,B397,,,Byron Black,R,175,ZIM,28.249,76,,7-5 6-3,3,R32,76,6,1,63,30,20,19,10,3,5,3,2,56,37,21,10,11,1,6
1998-7308,Adelaide,Hard,32,A,19980105,5,N250,4,,Magnus Norman,R,188,SWE,21.602,22,,R219,,,Christian Ruud,R,188,NOR,25.366,65,,6-3 1-6 6-4,3,R32,115,9,6,80,27,22,23,13,3,8,5,5,99,57,33,20,13,12,17
1998-7308,Adelaide,Hard,32,A,19980105,6,G319,,Q,Jerome Golmard,L,188,FRA,24.323,115,,D207,,Q,Dirk Dier,R,185,GER,25.886,162,,6-3 6-4,3,R32,91,7,1,66,42,30,16,10,7,7,6,5,62,30,20,18,9,4,6
1998-7308,Adelaide,Hard,32,A,19980105,7,K260,,Q,Jens Knippschild,R,190,GER,22.888,105,,F164,,,Richard Fromberg,R,196,AUS,27.691,77,,3-6 6-3 7-5,3,R32,112,2,2,91,50,36,26,15,2,3,17,2,94,63,48,16,15,6,8
1998-7308,Adelaide,Hard,32,A,19980105,8,W136,5,,Todd Woodbridge,R,178,AUS,26.762,26,,D214,,,Martin Damm,R,188,CZE,25.429,61,,7-5 4-6 6-3,3,R32,137,3,5,119,67,47,27,16,13,16,7,2,90,55,44,15,15,6,10
1998-7308,Adelaide,Hard,32,A,19980105,9,S544,,,Vincent Spadea,R,183,USA,23.466,88,,K316,6,,Nicolas Kiefer,R,183,GER,20.504,32,,6-3 4-6 6-4,3,R32,97,7,2,80,54,34,16,15,2,6,7,4,72,41,25,15,14,2,7
1998-7308,Adelaide,Hard,32,A,19980105,10,D198,,,Slava Dosedel,R,183,CZE,27.395,43,,G254,,,Andrea Gaudenzi,R,183,ITA,24.435,57,,4-6 6-2 6-1,3,R32,79,6,2,77,47,35,18,13,1,2,2,6,66,43,30,9,12,3,7
1998-7308,Adelaide,Hard,32,A,19980105,11,H432,,WC,Lleyton Hewitt,R,180,AUS,16.862,550,,D270,,,Scott Draper,L,178,AUS,23.587,58,,6-4 6-4,3,R32,80,0,3,57,30,26,14,10,0,1,4,3,74,38,25,17,10,6,9
1998-7308,Adelaide,Hard,32,A,19980105,12,W035,,,Mark Woodforde,L,188,AUS,32.285,46,,C243,3,,Jim Courier,R,185,USA,27.387,21,,7-5 6-2,3,R32,96,8,3,63,27,22,21,10,5,6,3,2,69,44,24,12,10,7,11
1998-7308,Adelaide,Hard,32,A,19980105,13,S381,,,Jan Siemerink,L,183,NED,27.729,78,,H377,8,,Dominik Hrbaty,R,183,SVK,20.003,40,,6-3 6-7(5) 6-3,3,R32,109,13,9,88,48,39,27,16,0,1,3,3,85,49,34,22,14,2,5
1998-7308,Adelaide,Hard,32,A,19980105,14,A092,,WC,Andre Agassi,R,180,USA,27.688,110,,S545,,,Sargis Sargsian,R,180,ARM,24.591,69,,4-6 6-3 6-3,3,R32,102,2,3,73,41,31,20,14,1,3,4,1,109,70,43,22,14,12,16
1998-7308,Adelaide,Hard,32,A,19980105,15,S321,,,Brett Steven,R,185,NZL,28.693,50,,R280,,,Lionel Roux,R,185,FRA,24.734,60,,6-3 6-3,3,R32,69,3,1,52,40,26,8,9,3,5,0,2,54,30,17,10,9,0,5
