tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-339,Brisbane,Hard,28,A,20131229,1,N289,,,Jarkko Nieminen,L,185,FIN,32.438,39,1090,D994,,WC,James Duckworth,R,183,AUS,21.941,136,425,6-2 6-3,3,R32,72,5,3,71,54,36,9,9,5,5,9,7,51,29,23,6,8,2,5
2014-339,Brisbane,Hard,28,A,20131229,10,D875,5,,Grigor Dimitrov,R,188,BUL,22.626,23,1520,H756,,,Robin Haase,R,190,NED,26.735,43,977,6-2 6-3,3,R32,58,6,1,43,23,21,15,9,0,0,2,1,56,39,24,8,8,5,8
2014-339,Brisbane,Hard,28,A,20131229,11,C977,,,Marin Cilic,R,198,CRO,25.254,37,1130,I165,,,Denis Istomin,R,188,UZB,27.313,45,965,6-7(3) 7-6(5) 6-4,3,R32,142,14,7,111,59,51,27,17,2,2,8,2,100,56,45,29,17,2,3
2014-339,Brisbane,Hard,28,A,20131229,12,E690,,,Matthew Ebden,R,188,AUS,26.094,68,706,K737,,LL,Alex Kuznetsov,R,183,USA,26.899,142,397,6-3 6-4,3,R32,73,5,7,61,40,32,6,10,1,3,4,1,56,43,24,7,9,6,10
2014-339,Brisbane,Hard,28,A,20131229,2,ME05,,,Marinko Matosevic,R,194,AUS,28.394,61,774,B747,,,Julien Benneteau,R,185,FRA,32.027,35,1160,5-7 6-4 7-6(4),3,R32,161,11,3,112,68,43,26,17,5,9,14,1,117,76,51,18,17,7,11
2014-339,Brisbane,Hard,28,A,20131229,3,Q927,,,Sam Querrey,R,198,USA,26.231,46,960,T315,7,,Dmitry Tursunov,R,185,RUS,31.05,29,1244,7-5 6-4,3,R32,77,18,1,58,40,36,7,11,2,3,4,0,63,40,26,12,11,6,9
2014-339,Brisbane,Hard,28,A,20131229,4,G940,,WC,Sam Groth,R,,AUS,26.198,172,307,H940,,Q,Ryan Harrison,R,183,USA,21.648,100,549,7-6(3) 7-6(2),3,R32,95,23,2,70,51,46,10,12,1,1,5,4,86,59,43,15,12,4,4
2014-339,Brisbane,Hard,28,A,20131229,5,M873,,,Nicolas Mahut,R,190,FRA,31.94,50,918,SF36,,,Igor Sijsling,R,190,NED,26.368,70,697,3-6 6-4 6-4,3,R32,107,15,4,100,59,46,18,15,4,6,13,2,78,50,43,12,14,2,4
2014-339,Brisbane,Hard,28,A,20131229,6,CA12,8,,Jeremy Chardy,R,188,FRA,26.88,34,1175,ME82,,,Adrian Mannarino,L,183,FRA,25.503,59,784,7-6(4) 7-5,3,R32,109,10,2,76,50,34,15,12,4,7,4,3,88,54,31,17,12,5,9
2014-339,Brisbane,Hard,28,A,20131229,7,L397,6,,Feliciano Lopez,L,188,ESP,32.277,28,1310,K926,,,Mikhail Kukushkin,R,183,KAZ,26.012,67,721,6-4 6-4,3,R32,75,13,3,55,30,24,14,10,1,3,4,2,58,28,12,19,10,2,6
2014-339,Brisbane,Hard,28,A,20131229,8,H432,,,Lleyton Hewitt,R,180,AUS,32.846,60,780,KD46,,Q,Thanasi Kokkinakis,R,,AUS,17.722,628,41,6-3 7-5,3,R32,101,4,1,62,32,27,16,10,3,4,8,5,76,45,29,15,11,11,15
