tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1969-713,Hobart,Grass,64,A,19681230,1,A060,,,Mal Anderson,R,,AUS,33.829,,,H0FL,,,Peter Hay,,,AUS,,,,6-1 6-0,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,2,B106,,,Syd Ball,R,188,AUS,18.932,,,KF37,,,Isao Kobayashi,,,JPN,27.107,,,6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,3,B123,,,John Bartlett,R,188,AUS,20.789,,,K0GX,,,Yuichiro Kimoto,,,JPN,,,,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,4,B198,,,Marc Bolle,R,,BEL,19.518,,,H0FK,,,Graham Holloway,,,AUS,,,,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,5,B227,,,John Brown,R,,AUS,28.468,,,W0BY,,,R. Watts,,,AUS,,,,6-0 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,6,C020,,,Ross Case,R,,AUS,17.164,,,K002,,,Jun Kamiwazumi,R,,JPN,21.248,,,6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,7,F0EH,,,W. Field,,,AUS,,,,S0PJ,,,K. Stanley,,,AUS,,,,7-5 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,8,G070,,,Alvin Gardiner,R,,AUS,17.884,,,N0D0,,,A. Newton,,,AUS,,,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,9,K101,,,Junjo Kawamuri,R,,JPN,27.099,,,H0FM,,,Michael Hewitt,,,AUS,,,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,10,M139,,,Geoff Masters,R,,AUS,18.281,,,N249,,,Unknown Unknown,,,,,,,W/O,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,11,T050,,,Roger Taylor,L,,GBR,27.211,,,D140,,,William Durham,R,,AUS,,,,6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,12,T080,,,Jeff Twist,R,,AUS,,,,D164,,,Gaylard Dunn,R,,AUS,,,,6-1 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,13,A060,,,Mal Anderson,R,,AUS,33.829,,,G070,,,Alvin Gardiner,R,,AUS,17.884,,,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1969-713,Hobart,Grass,64,A,19681230,14,B106,,,Syd Ball,R,188,AUS,18.932,,,K101,,,Junjo Kawamuri,R,,JPN,27.099,,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
