tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2001-7308,Adelaide,Hard,32,A,20010101,1,H432,1,,Lleyton Hewitt,R,180,AUS,19.852,7,,A202,,,Wayne Arthurs,L,190,AUS,29.793,83,,6-4 6-3,3,R32,83,3,2,60,31,23,18,9,1,1,8,5,65,32,26,13,10,5,8
2001-7308,Adelaide,Hard,32,A,20010101,2,P436,,Q,Bjorn Phau,R,175,GER,21.246,208,,W136,,WC,Todd Woodbridge,R,178,AUS,29.752,187,,7-5 6-1,3,R32,81,5,5,69,34,24,22,9,7,7,1,3,66,35,21,16,10,0,4
2001-7308,Adelaide,Hard,32,A,20010101,3,M680,,Q,Xavier Malisse,R,185,BEL,20.454,127,,W212,,,Chris Woodruff,R,188,USA,27.997,67,,2-6 6-3 6-2,3,R32,96,5,2,79,41,27,23,13,9,12,5,6,70,43,30,12,12,4,8
2001-7308,Adelaide,Hard,32,A,20010101,4,H355,5,,Tommy Haas,R,188,GER,22.749,23,,S765,,WC,Luke Smith,R,188,AUS,24.186,485,,6-3 6-3,3,R32,64,2,1,48,30,25,12,9,1,1,3,5,50,27,15,13,9,3,6
2001-7308,Adelaide,Hard,32,A,20010101,5,S331,,,Jason Stoltenberg,R,185,AUS,30.746,66,,G379,4,,Sebastien Grosjean,R,175,FRA,22.595,19,,6-3 6-2,3,R32,74,3,3,59,26,21,17,9,2,3,0,3,65,35,26,8,8,8,12
2001-7308,Adelaide,Hard,32,A,20010101,6,G333,,,Paul Goldstein,R,178,USA,24.411,81,,J233,,Q,Alun Jones,R,180,AUS,20.684,442,,6-4 6-2,3,R32,66,0,1,49,30,23,12,9,1,2,1,3,47,26,14,11,9,0,4
2001-7308,Adelaide,Hard,32,A,20010101,7,M590,,,Alberto Martin,R,175,ESP,22.368,79,,P272,,,German Puentes,R,173,ESP,28.038,92,,6-2 6-3,3,R32,56,3,2,42,26,23,7,8,0,1,0,4,57,30,18,10,9,1,6
2001-7308,Adelaide,Hard,32,A,20010101,8,R336,,,Christophe Rochus,R,170,BEL,22.048,74,,I052,8,,Andrew Ilie,R,180,AUS,24.706,50,,1-6 7-6(2) 7-5,3,R32,115,2,4,95,52,31,22,15,6,12,11,9,113,50,39,24,16,11,16
2001-7308,Adelaide,Hard,32,A,20010101,9,P280,6,,Andrei Pavel,R,183,ROU,26.93,27,,G354,,,Justin Gimelstob,R,196,USA,23.932,97,,6-2 6-2,3,R32,50,6,0,38,26,23,9,8,0,0,4,2,42,29,20,4,8,1,5
2001-7308,Adelaide,Hard,32,A,20010101,10,L360,,,Ivan Ljubicic,R,193,CRO,21.791,91,,S545,,,Sargis Sargsian,R,180,ARM,27.581,94,,6-2 7-5,3,R32,66,9,2,55,25,22,19,10,0,0,2,1,49,32,23,8,10,1,4
