tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1986-301,Auckland,Hard,32,A,19860106,1,S018,1,,Bud Schultz,R,193,USA,26.36,43,0,R104,,WC,Simon Robinson,R,198,NZL,,,,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,2,G055,,,Steve Guy,R,188,NZL,26.795,300,0,J016,,,Peter Johnston,L,178,AUS,25.58,402,0,4-6 6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,3,M066,,,Craig A Miller,R,188,AUS,23.201,221,0,S002,,,Roberto Saad,R,185,ARG,24.575,133,0,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,4,S052,8,,Russell Simpson,R,188,NZL,31.852,117,0,G026,,Q,Jason Goodall,R,178,GBR,18.935,434,0,7-5 3-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,5,E025,3,,Kelly Evernden,R,175,NZL,24.274,86,0,S008,,,Danny Saltz,R,193,USA,24.419,272,0,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,6,D027,,,Brett Dickinson,R,183,USA,23.072,222,0,R021,,Q,Karl Richter,L,170,USA,25.443,447,0,4-6 6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,7,M097,,,David Mustard,L,180,NZL,26.004,243,0,E062,,Q,Malcolm Elley,R,,NZL,,,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,8,M030,5,,Wally Masur,R,180,AUS,22.634,100,0,C016,,,Peter Carlsson,L,183,SWE,22.716,189,0,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,9,W009,,,Tomm Warneke,R,193,USA,24.225,217,0,D036,6,,Peter Doohan,R,190,AUS,24.663,101,0,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,10,L026,,WC,David Lewis,R,180,NZL,21.322,405,0,R095,,,Rick Rudeen,R,188,USA,23.57,285,0,6-3 2-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,11,W035,,,Mark Woodforde,L,188,AUS,20.268,127,0,R027,,,Harald Rittersbacher,R,188,GER,22.678,305,0,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,12,S021,4,,Michiel Schapers,R,201,NED,26.22,105,0,S074,,,Cary Stansbury,R,196,USA,27.203,313,0,4-6 6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,13,S017,,,Bill Scanlon,R,185,USA,29.128,180,0,D049,7,,Broderick Dyke,L,183,AUS,24.997,116,0,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,14,D022,,,Bruce Derlin,L,180,NZL,24.088,205,0,A028,,,Alex Antonitsch,R,188,AUT,19.89,237,0,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1986-301,Auckland,Hard,32,A,19860106,15,D040,,,Brad Drewett,L,185,AUS,27.45,146,0,S321,,WC,Brett Steven,R,185,NZL,16.676,,,6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,
