tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-7308,Adelaide,Hard,32,A,20000103,1,E113,1,,Thomas Enqvist,R,190,SWE,25.791,4,,C487,,,Arnaud Clement,R,173,FRA,22.026,56,,6-3 6-4,3,R32,76,6,0,66,29,23,23,10,2,2,1,3,59,37,25,13,9,2,4
2000-7308,Adelaide,Hard,32,A,20000103,2,F324,,,Roger Federer,R,185,SUI,18.385,64,,K260,,,Jens Knippschild,R,190,GER,24.862,91,,6-1 6-4,3,R32,45,6,3,46,28,24,12,9,0,0,3,5,42,15,13,12,8,0,3
2000-7308,Adelaide,Hard,32,A,20000103,3,G352,,,Jan-Michael Gambill,R,190,USA,22.565,58,,A202,,,Wayne Arthurs,L,190,AUS,28.778,105,,3-6 7-6(5) 6-4,3,R32,115,8,3,81,40,35,28,15,0,1,26,2,103,59,49,22,16,4,5
2000-7308,Adelaide,Hard,32,A,20000103,4,G379,7,,Sebastien Grosjean,R,175,FRA,21.58,27,,I052,,,Andrew Ilie,R,180,AUS,23.691,54,,6-2 6-1,3,R32,65,4,2,66,35,28,14,7,4,4,0,3,49,22,12,8,8,1,6
2000-7308,Adelaide,Hard,32,A,20000103,5,N250,3,,Magnus Norman,R,188,SWE,23.576,15,,D270,,WC,Scott Draper,L,178,AUS,25.561,154,,6-4 6-4,3,R32,68,6,2,52,32,26,12,10,0,1,4,2,73,40,25,16,10,7,10
2000-7308,Adelaide,Hard,32,A,20000103,6,F164,,,Richard Fromberg,R,196,AUS,29.665,78,,W136,,WC,Todd Woodbridge,R,178,AUS,28.736,197,,7-6(5) 5-7 6-4,3,R32,144,6,4,111,70,43,26,17,7,12,1,7,116,67,43,24,17,8,13
2000-7308,Adelaide,Hard,32,A,20000103,7,S626,,,James Sekulov,R,180,AUS,23.203,144,,P045,,,Gianluca Pozzi,L,180,ITA,34.527,94,,6-4 2-6 6-2,3,R32,89,2,3,74,50,32,14,13,3,6,8,5,64,26,22,17,13,2,6
2000-7308,Adelaide,Hard,32,A,20000103,8,M590,,,Alberto Martin,R,175,ESP,21.352,57,,S544,5,,Vincent Spadea,R,183,USA,25.44,20,,6-2 6-2,3,R32,53,0,2,42,24,20,10,8,0,1,0,1,44,24,14,5,8,2,7
2000-7308,Adelaide,Hard,32,A,20000103,9,H432,6,,Lleyton Hewitt,R,180,AUS,18.836,25,,W035,,,Mark Woodforde,L,188,AUS,34.259,130,,6-3 2-6 6-1,3,R32,108,0,4,71,39,27,18,12,5,8,2,2,82,48,31,13,12,11,16
2000-7308,Adelaide,Hard,32,A,20000103,10,P387,,WC,Dejan Petrovic,R,,SRB,21.733,205,,H284,,,Stephane Huet,L,180,FRA,28.674,127,,3-6 6-3 6-3,3,R32,98,4,1,88,38,27,25,14,5,9,2,6,73,26,17,25,13,5,10
2000-7308,Adelaide,Hard,32,A,20000103,11,V175,,Q,Christian Vinck,L,183,GER,24.315,230,,G333,,,Paul Goldstein,R,178,USA,23.395,89,,3-6 6-3 6-4,3,R32,115,7,2,96,55,35,22,14,8,11,2,6,85,54,39,12,14,5,9
2000-7308,Adelaide,Hard,32,A,20000103,12,S331,,,Jason Stoltenberg,R,185,AUS,29.73,80,,H377,4,,Dominik Hrbaty,R,183,SVK,21.977,21,,6-3 6-1,3,R32,59,4,1,47,31,25,10,8,3,3,4,5,67,43,24,9,8,3,7
2000-7308,Adelaide,Hard,32,A,20000103,13,E140,8,,Nicolas Escude,R,185,FRA,23.732,37,,B681,,Q,Paul Baccanello,R,183,AUS,20.542,654,,6-7(5) 7-5 6-3,3,R32,129,4,2,102,65,49,20,17,1,3,9,13,108,53,37,27,16,3,7
2000-7308,Adelaide,Hard,32,A,20000103,14,D198,,,Slava Dosedel,R,183,CZE,29.369,63,,L360,,,Ivan Ljubicic,R,193,CRO,20.775,77,,6-4 6-2,3,R32,62,1,1,53,37,26,11,9,1,2,2,1,57,35,23,8,9,3,7
2000-7308,Adelaide,Hard,32,A,20000103,15,L386,,,Jean-Rene Lisnard,R,173,MON,20.255,,,T195,,Q,Michael Tebbutt,L,190,AUS,29.013,,,7-6(4) 6-7(4) 6-4,3,R32,134,5,1,106,72,57,17,17,6,8,8,12,122,67,57,22,17,3,6
2000-7308,Adelaide,Hard,32,A,20000103,16,H336,2,,Tim Henman,R,185,GBR,25.306,12,,B487,,Q,Juan Balcells,R,190,ESP,24.52,216,,6-4 7-6(4),3,R32,101,5,5,83,49,38,17,11,10,11,2,5,80,55,40,12,11,8,10
2000-7308,Adelaide,Hard,32,A,20000103,17,E113,1,,Thomas Enqvist,R,190,SWE,25.791,4,,F324,,,Roger Federer,R,185,SUI,18.385,64,,7-6(5) 6-4,3,R16,84,3,2,71,37,30,23,11,3,3,7,2,83,42,31,22,11,1,2
