tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2024-339,Brisbane,Hard,32,250,O,20240101,1,D875,2,,Grigor Dimitrov,R,191,BUL,32.63,14,2570,MC10,,,Andy Murray,R,191,GBR,36.632,42,1050,4-6 7-5 6-2,3,R32,147,13,2,82,51,42,16,15,3,5,4,0,86,51,32,21,15,4,8
2024-339,Brisbane,Hard,32,250,O,20240101,2,AE14,,,Daniel Altmaier,R,188,GER,25.303,56,891,TC01,,Q,Li Tu,R,183,AUS,27.598,225,280,7-6(5) 7-6(4),3,R32,121,7,1,81,55,42,17,12,0,0,3,2,83,46,38,22,12,2,2
2024-339,Brisbane,Hard,32,250,O,20240101,3,H0BH,,WC,Rinky Hijikata,R,178,AUS,22.853,71,744,KD46,,,Thanasi Kokkinakis,R,193,AUS,27.726,65,802,7-6(8) 6-2,3,R32,97,4,1,67,39,33,16,10,2,2,16,1,62,47,36,6,10,2,4
2024-339,Brisbane,Hard,32,250,O,20240101,4,M0FH,,Q,Tomas Machac,R,183,CZE,23.217,78,722,EA24,7,,Tomas Martin Etcheverry,R,196,ARG,24.457,30,1375,6-7(5) 7-5 7-6(1),3,R32,189,5,1,111,70,57,21,18,4,6,6,2,116,82,59,17,18,5,8
2024-339,Brisbane,Hard,32,250,O,20240101,5,HH26,4,,Ugo Humbert,L,188,FRA,25.517,20,1765,M0QI,,Q,Alex Michelsen,R,193,USA,19.351,97,653,6-4 6-4,3,R32,95,4,1,53,29,24,19,10,2,2,5,5,72,38,24,18,10,8,10
2024-339,Brisbane,Hard,32,250,O,20240101,6,TC61,,,Jordan Thompson,R,183,AUS,29.7,55,902,V832,,,Aleksandar Vukic,R,188,AUS,27.737,62,835,6-3 6-2,3,R32,96,7,1,46,28,23,11,9,0,1,3,0,54,32,18,10,8,4,8
2024-339,Brisbane,Hard,32,250,O,20240101,7,N409,,WC,Rafael Nadal,L,185,ESP,37.58,672,45,TB69,,Q,Dominic Thiem,R,185,AUT,30.327,98,652,7-5 6-1,3,R32,89,3,1,46,31,28,12,10,0,0,3,3,54,34,23,10,9,3,6
2024-339,Brisbane,Hard,32,250,O,20240101,8,KB95,,WC,Jason Kubler,R,178,AUS,30.62,102,631,KC56,8,,Aslan Karatsev,R,185,RUS,30.324,35,1193,6-4 6-7(4) RET,3,R32,143,5,1,76,49,31,13,11,6,9,2,6,70,39,29,14,11,4,8
2024-339,Brisbane,Hard,32,250,O,20240101,9,KI63,,Q,Lukas Klein,R,193,SVK,25.78,170,359,B0BI,6,,Sebastian Baez,R,170,ARG,23.009,28,1435,4-6 6-3 6-4,3,R32,134,9,2,83,51,38,18,15,3,5,3,2,115,92,53,14,14,11,14
2024-339,Brisbane,Hard,32,250,O,20240101,10,A0FC,,,Matteo Arnaldi,R,185,ITA,22.856,44,1021,F724,,,Marton Fucsovics,R,188,HUN,31.896,59,882,6-7(5) 6-4 7-6(7),3,R32,187,6,2,122,66,48,39,17,2,2,11,1,101,61,47,30,17,1,2
