tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2019-339,Brisbane,Hard,28,A,20181231,,T786,,PR,Jo-Wilfried Tsonga,R,,FRA,33.706,239,,KD46,,Q,Thanasi Kokkinakis,L,,AUS,22.724,146,,7-6(6) 6-4,3,R32,102,11,1,76,41,33,20,11,2,3,3,0,61,46,34,10,11,1,3
2019-339,Brisbane,Hard,28,A,20181231,,TC61,,,Jordan Thompson,R,,AUS,24.698,72,,BI81,,WC,Alex Bolt,L,,AUS,25.985,154,,6-3 6-0,3,R32,77,1,2,42,29,23,7,8,0,1,1,3,64,33,17,12,7,8,13
2019-339,Brisbane,Hard,28,A,20181231,,DH58,7,,Alex de Minaur,R,,AUS,19.869,31,,P09Z,,WC,Alexei Popyrin,L,,AUS,19.406,147,,6-2 6-2,3,R32,60,1,2,43,28,25,6,8,3,4,5,5,49,31,18,4,8,4,9
2019-339,Brisbane,Hard,28,A,20181231,,MC10,,PR,Andy Murray,R,,GBR,31.63,240,,D994,,WC,James Duckworth,L,,AUS,26.943,234,,6-3 6-4,3,R32,88,6,4,66,39,28,16,10,4,5,8,2,56,34,23,9,9,1,4
2019-339,Brisbane,Hard,28,A,20181231,,KI95,,Q,Miomir Kecmanovic,R,,SRB,19.335,131,,MD56,,,Leonardo Mayer,L,,ARG,31.63,56,,6-3 6-1,3,R32,61,5,2,45,25,22,12,8,1,1,6,2,49,29,18,7,8,4,8
2019-339,Brisbane,Hard,28,A,20181231,,R975,5,,Milos Raonic,R,,CAN,28.011,18,,BH09,,,Aljaz Bedene,L,,SLO,29.454,67,,6-0 6-3,3,R32,47,18,0,38,29,27,5,8,0,0,4,1,43,30,16,2,7,4,8
2019-339,Brisbane,Hard,28,A,20181231,,KE17,8,,Nick Kyrgios,R,,AUS,23.68,35,,H940,,,Ryan Harrison,L,,USA,26.65,62,,7-6(5) 5-7 7-6(5),3,R32,128,44,3,119,80,63,24,18,1,2,27,3,113,77,60,24,18,5,5
2019-339,Brisbane,Hard,28,A,20181231,,CA12,,,Jeremy Chardy,R,,FRA,31.882,40,,SL28,,,Jan-Lennard Struff,L,,GER,28.684,57,,4-6 6-3 6-4,3,R32,99,15,4,87,52,40,21,15,2,3,10,2,74,41,32,22,14,4,6
2019-339,Brisbane,Hard,28,A,20181231,,U134,,Q,Yasutaka Uchiyama,R,,JPN,26.404,185,,HH26,,Q,Ugo Humbert,L,,FRA,20.515,102,,6-4 7-6(6),3,R32,90,12,0,58,43,39,10,11,0,0,6,4,75,45,35,14,11,0,1
2019-339,Brisbane,Hard,28,A,20181231,,D875,6,,Grigor Dimitrov,R,,BUL,27.628,19,,N732,,,Yoshihito Nishioka,L,,JPN,23.261,75,,6-3 6-4,3,R32,79,9,6,76,43,37,12,10,6,7,1,1,47,33,21,7,9,0,3
2019-339,Brisbane,Hard,28,A,20181231,,MH30,,,John Millman,R,,AUS,29.547,38,,SL08,,,Tennys Sandgren,L,,USA,27.444,61,,7-6(6) 6-7(6) 6-0,3,R32,153,8,2,98,68,49,15,15,3,5,12,4,106,63,44,20,15,13,18
2019-339,Brisbane,Hard,28,A,20181231,,KB09,,,Denis Kudla,R,,USA,26.371,63,,FB98,,,Taylor Fritz,L,,USA,21.175,49,,7-6(5) 6-7(2) 6-4,3,R32,144,8,4,117,73,58,26,17,4,4,22,4,123,72,57,27,17,9,10
2019-339,Brisbane,Hard,28,A,20181231,,T786,,PR,Jo-Wilfried Tsonga,R,,FRA,33.706,239,,DA81,,LL,Taro Daniel,L,,JPN,25.925,77,,7-6(5) 6-3,3,R16,100,11,3,64,37,30,11,10,4,7,3,7,85,51,34,11,11,6,11
2019-339,Brisbane,Hard,28,A,20181231,,DH58,7,,Alex de Minaur,R,,AUS,19.869,31,,TC61,,,Jordan Thompson,L,,AUS,24.698,72,,6-4 6-2,3,R16,80,1,1,49,38,29,8,9,0,0,5,0,56,39,30,3,9,3,6
2019-339,Brisbane,Hard,28,A,20181231,,MM58,4,,Daniil Medvedev,R,,RUS,22.886,16,,MC10,,PR,Andy Murray,L,,GBR,31.63,240,,7-5 6-2,3,R16,81,16,2,54,34,27,13,10,0,1,6,1,60,39,27,7,10,2,6
2019-339,Brisbane,Hard,28,A,20181231,,R975,5,,Milos Raonic,R,,CAN,28.011,18,,KI95,,Q,Miomir Kecmanovic,L,,SRB,19.335,131,,6-3 7-6(2),3,R16,82,21,3,62,46,40,10,11,0,0,3,0,71,44,28,18,10,2,3
2019-339,Brisbane,Hard,28,A,20181231,,CA12,,,Jeremy Chardy,R,,FRA,31.882,40,,KE17,8,,Nick Kyrgios,L,,AUS,23.68,35,,6-7(5) 6-2 6-3,3,R16,99,17,5,84,58,50,17,15,2,2,13,6,80,59,48,10,14,2,5
2019-339,Brisbane,Hard,28,A,20181231,,U134,,Q,Yasutaka Uchiyama,R,,JPN,26.404,185,,E831,3,,Kyle Edmund,L,,GBR,23.978,14,,7-6(6) 6-4,3,R16,93,15,0,75,48,41,14,11,3,3,7,1,75,50,35,14,11,1,2
2019-339,Brisbane,Hard,28,A,20181231,,D875,6,,Grigor Dimitrov,R,,BUL,27.628,19,,MH30,,,John Millman,L,,AUS,29.547,38,,6-3 6-4,3,R16,88,6,2,63,35,27,13,10,2,4,1,1,55,37,18,10,9,3,7
2019-339,Brisbane,Hard,28,A,20181231,,N552,2,,Kei Nishikori,R,,JPN,29.005,9,,KB09,,,Denis Kudla,L,,USA,26.371,63,,7-5 6-2,3,R16,79,7,2,56,32,27,15,10,0,0,5,3,60,36,26,8,10,4,7
2019-339,Brisbane,Hard,28,A,20181231,,T786,,PR,Jo-Wilfried Tsonga,R,,FRA,33.706,239,,DH58,7,,Alex de Minaur,L,,AUS,19.869,31,,6-4 7-6(2),3,QF,106,12,2,68,43,34,15,11,4,5,1,2,81,60,38,9,11,4,6
2019-339,Brisbane,Hard,28,A,20181231,,MM58,4,,Daniil Medvedev,R,,RUS,22.886,16,,R975,5,,Milos Raonic,L,,CAN,28.011,18,,6-7(2) 6-3 6-4,3,QF,129,12,3,105,68,48,25,16,8,8,29,5,94,56,46,19,15,2,4
2019-339,Brisbane,Hard,28,A,20181231,,CA12,,,Jeremy Chardy,R,,FRA,31.882,40,,U134,,Q,Yasutaka Uchiyama,L,,JPN,26.404,185,,6-4 3-6 7-6(4),3,QF,127,10,8,94,58,44,18,16,4,8,12,6,90,54,40,18,15,6,9
2019-339,Brisbane,Hard,28,A,20181231,,N552,2,,Kei Nishikori,R,,JPN,29.005,9,,D875,6,,Grigor Dimitrov,L,,BUL,27.628,19,,7-5 7-5,3,QF,100,5,2,59,47,37,9,12,0,1,8,5,80,53,37,13,12,6,9
2019-339,Brisbane,Hard,28,A,20181231,,MM58,4,,Daniil Medvedev,R,,RUS,22.886,16,,T786,,PR,Jo-Wilfried Tsonga,L,,FRA,33.706,239,,7-6(6) 6-2,3,SF,82,10,1,52,33,28,14,10,0,1,17,2,77,52,36,7,10,10,13
