tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1989-354,Wellington,Hard,32,A,O,19890102,1,B293,,,Patrick Baur,R,185,GER,23.669,,,K024,1,,Ramesh Krishnan,R,170,IND,27.578,,,6-4 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,2,S072,2,,Milan Srejber,R,203,CZE,25.01,,,B322,,,Chris Bailey,R,196,GBR,20.679,,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,3,L026,,,David Lewis,R,180,NZL,24.331,,,S021,3,,Michiel Schapers,R,198,NED,29.229,,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,4,M338,4,,Shuzo Matsuoka,R,185,JPN,21.158,,,D178,,,Frank Dennhardt,L,188,GER,21.076,,,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,5,S347,5,,Tobias Svantesson,R,193,SWE,25.758,,,C113,,,Joao Cunha-Silva,R,173,POR,21.101,,,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,6,S340,,,Roger Smith,R,185,BAH,24.953,,,M028,6,,Danilo Marcelino,R,193,BRA,22.823,,,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,7,M064,7,,Glenn Michibata,R,175,CAN,26.557,,,W001,,,Lars-Anders Wahlgren,R,193,SWE,22.36,,,7-6 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,8,E025,8,,Kelly Evernden,R,175,NZL,27.283,,,W122,,,Paul Wekesa,R,188,KEN,21.506,,,6-1 2-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,9,B083,,,Doug Burke,R,180,JAM,25.443,,,D036,,,Peter Doohan,R,191,AUS,27.671,,,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,10,C029,,,Paul Chamberlin,R,178,USA,26.773,,,P045,,,Gianluca Pozzi,L,180,ITA,23.546,,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,11,G055,,,Steve Guy,R,188,NZL,29.804,,,A134,,,Malcolm Allen,R,178,USA,21.476,,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,12,M089,,,Heiner Moraing,R,191,GER,24.416,,,M197,,,Nuno Marques,L,191,POR,18.735,,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1989-354,Wellington,Hard,32,A,O,19890102,13,O015,,,Menno Oosting,R,180,NED,24.63,,,K033,,,Michael Kures,R,185,USA,24.441,,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
