tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1991-7308,Adelaide,Hard,32,A,19901231,1,L206,,,Magnus Larsson,R,193,SWE,20.769,56,,B028,1,,Boris Becker,R,190,GER,23.107,2,,6-4 3-6 7-6(2),3,R32,130,6,2,96,55,39,25,15,2,4,8,3,95,62,44,23,16,6,8
1991-7308,Adelaide,Hard,32,A,19901231,2,Z006,,Q,Slobodan Zivojinovic,R,198,YUG,27.441,304,,K021,,,Mark Kratzmann,L,178,AUS,24.624,75,,6-3 3-6 7-6(6),3,R32,119,19,4,101,56,45,25,15,9,10,8,2,84,41,35,27,15,1,2
1991-7308,Adelaide,Hard,32,A,19901231,3,K030,,,Patrik Kuhnen,R,190,GER,24.884,82,,P004,,,Veli Paloheimo,R,183,FIN,23.05,69,,6-0 6-4,3,R32,71,6,1,54,31,24,13,8,1,1,2,2,60,37,22,6,8,4,8
1991-7308,Adelaide,Hard,32,A,19901231,4,W136,8,,Todd Woodbridge,R,178,AUS,19.748,50,,R186,,,Guillaume Raoux,R,180,FRA,20.876,84,,7-6(2) 6-1,3,R32,85,2,0,60,40,30,14,9,3,3,3,3,74,45,30,11,10,5,8
1991-7308,Adelaide,Hard,32,A,19901231,5,R023,,,Udo Riglewski,R,185,GER,24.427,88,,B350,4,,Sergi Bruguera,R,188,ESP,19.956,28,,7-5 6-3,3,R32,90,4,2,72,40,33,14,10,7,8,2,2,77,41,28,15,11,4,8
1991-7308,Adelaide,Hard,32,A,19901231,6,S424,,,Fabrice Santoro,R,178,FRA,18.059,62,,C028,,,Thierry Champion,R,183,FRA,24.334,59,,6-2 6-3,3,R32,88,2,1,61,45,32,4,8,7,9,1,0,62,45,20,8,9,10,16
1991-7308,Adelaide,Hard,32,A,19901231,7,K181,,,Nicklas Kulti,R,190,SWE,19.693,51,,R193,,,Aki Rahunen,R,175,FIN,19.02,74,,6-4 6-0,3,R32,63,3,0,46,22,18,16,8,2,2,0,4,47,22,16,8,8,3,7
1991-7308,Adelaide,Hard,32,A,19901231,8,G182,5,,Magnus Gustafsson,R,185,SWE,23.992,31,,F028,,WC,John Fitzgerald,R,183,AUS,30.007,188,,6-2 6-3,3,R32,63,3,0,46,22,18,16,8,2,2,0,4,47,22,16,8,8,3,7
1991-7308,Adelaide,Hard,32,A,19901231,9,S351,6,,Michael Stich,R,193,GER,22.201,42,,F031,,,Jean-Philippe Fleurian,R,185,FRA,25.303,67,,6-4 6-4,3,R32,67,7,1,49,32,28,12,10,0,0,2,0,64,42,27,13,10,7,9
1991-7308,Adelaide,Hard,32,A,19901231,10,B051,,,Gilad Bloom,L,173,ISR,23.836,66,,S443,,Q,Sandon Stolle,R,193,AUS,20.468,228,,6-7(4) 7-6(5) 6-4,3,R32,181,2,0,120,88,59,16,17,11,14,11,17,131,69,52,25,17,5,9
1991-7308,Adelaide,Hard,32,A,19901231,11,S331,,WC,Jason Stoltenberg,R,185,AUS,20.742,108,,E106,,Q,Jacco Eltingh,R,188,NED,20.339,128,,6-3 6-4,3,R32,57,9,0,48,28,25,15,10,0,0,4,1,50,27,19,12,9,2,4
1991-7308,Adelaide,Hard,32,A,19901231,12,A031,,,Jimmy Arias,R,175,USA,26.374,60,,S055,3,,Horst Skoff,R,175,AUT,22.357,26,,7-6(4) 3-0 RET,3,R32,80,1,3,63,42,26,13,8,4,6,1,0,47,28,15,8,7,2,5
1991-7308,Adelaide,Hard,32,A,19901231,13,W035,,WC,Mark Woodforde,L,188,AUS,25.27,101,,K016,7,,Mark Koevermans,R,185,NED,22.908,48,,6-2 7-6(2),3,R32,99,4,2,65,30,23,21,10,3,4,4,5,67,35,26,10,10,6,9
1991-7308,Adelaide,Hard,32,A,19901231,14,S367,,Q,Martin Sinner,R,180,GER,22.897,111,,J008,,,Eric Jelen,R,180,GER,25.807,68,,6-3 7-6(1),3,R32,89,1,4,80,44,30,20,11,8,10,3,4,69,42,28,10,10,7,10
1991-7308,Adelaide,Hard,32,A,19901231,15,H223,,,Paul Haarhuis,R,188,NED,24.862,54,,P014,,,Brad Pearce,R,175,USA,24.78,78,,6-1 3-6 6-2,3,R32,152,3,3,62,31,24,19,12,0,2,0,1,73,45,24,15,12,5,10
