tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1984-401,Philadelphia,Carpet,64,A,I,19840123,38,G016,,,Brad Gilbert,R,185,USA,22.456,62,341,K022,9,,Johan Kriek,R,175,USA,25.802,15,596,7-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,39,S058,11,,Tomas Smid,R,191,CZE,27.677,17,703,W002,,,Butch Walts,R,193,USA,28.638,123,99,4-6 6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,40,F020,,,Wojtek Fibak,R,183,POL,31.472,42,273,T014,,,Ben Testerman,L,185,USA,21.971,198,87,7-6 3-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,41,L018,1,,Ivan Lendl,R,188,USA,23.88,1,1944,G016,,,Brad Gilbert,R,185,USA,22.456,62,341,3-6 6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,42,M047,2,,John McEnroe,L,180,USA,24.934,2,1559,S058,11,,Tomas Smid,R,191,CZE,27.677,17,703,6-0 6-3,3,QF,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,43,N022,3,,Yannick Noah,R,193,FRA,23.682,5,1033,T012,8,,Eliot Teltscher,R,178,USA,24.86,14,727,6-3 1-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,44,F020,,,Wojtek Fibak,R,183,POL,31.472,42,273,A031,4,,Jimmy Arias,R,175,USA,19.436,6,1058,6-2 7-6,3,QF,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,45,L018,1,,Ivan Lendl,R,188,USA,23.88,1,1944,N022,3,,Yannick Noah,R,193,FRA,23.682,5,1033,6-3 6-4,3,SF,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,46,M047,2,,John McEnroe,L,180,USA,24.934,2,1559,F020,,,Wojtek Fibak,R,183,POL,31.472,42,273,6-2 7-6,3,SF,,,,,,,,,,,,,,,,,,,
1984-401,Philadelphia,Carpet,64,A,I,19840123,47,M047,2,,John McEnroe,L,180,USA,24.934,2,1559,L018,1,,Ivan Lendl,R,188,USA,23.88,1,1944,6-3 3-6 6-3 7-6,5,F,,,,,,,,,,,,,,,,,,,
1984-802,Richmond WCT,Carpet,16,A,I,19840201,1,M047,1,,John McEnroe,L,180,USA,24.958,2,1739,H005,,,Rodney Harmon,R,188,USA,22.461,122,108,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1984-802,Richmond WCT,Carpet,16,A,I,19840201,2,A031,2,,Jimmy Arias,R,175,USA,19.461,6,1101,A022,,,Vijay Amritraj,R,193,IND,30.133,144,91,1-6 7-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1984-802,Richmond WCT,Carpet,16,A,I,19840201,3,D028,,,Mark Dickson,R,191,USA,24.151,66,268,S017,3,,Bill Scanlon,R,185,USA,27.217,10,654,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1984-802,Richmond WCT,Carpet,16,A,I,19840201,4,G008,4,,Vitas Gerulaitis,R,183,USA,29.52,20,499,K023,,,Aaron Krickstein,R,183,USA,16.501,93,125,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1984-802,Richmond WCT,Carpet,16,A,I,19840201,5,H030,,,Greg Holmes,R,178,USA,20.427,149,80,C057,5,,Kevin Curren,R,185,USA,25.919,8,649,3-6 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1984-802,Richmond WCT,Carpet,16,A,I,19840201,6,K019,6,,Eric Korita,R,196,USA,21.051,51,214,C002,,,Tom Cain,R,185,USA,25.309,117,121,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1984-802,Richmond WCT,Carpet,16,A,I,19840201,7,D019,7,,Steve Denton,R,188,USA,27.406,56,261,O017,,,Manuel Orantes,L,178,ESP,34.984,77,209,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
