tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-7308,Adelaide,Hard,32,A,20050103,1,H432,1,,Lleyton Hewitt,R,180,AUS,23.858,3,,C487,,Q,Arnaud Clement,R,173,FRA,27.047,106,,2-6 6-1 6-1,3,R32,93,8,1,56,33,26,13,11,0,2,5,3,90,54,29,17,11,9,14
2005-7308,Adelaide,Hard,32,A,20050103,2,C478,,,Agustin Calleri,R,183,ARG,28.304,58,,N289,,,Jarkko Nieminen,L,185,FIN,23.45,77,,6-4 3-6 7-6(2),3,R32,118,5,6,97,53,36,23,15,5,9,2,3,101,64,41,19,16,2,6
2005-7308,Adelaide,Hard,32,A,20050103,3,B747,,,Julien Benneteau,R,185,FRA,23.039,65,,S843,,,Potito Starace,R,188,ITA,23.474,76,,6-3 6-4,3,R32,72,1,0,64,48,32,7,10,2,5,3,4,49,40,20,3,9,4,9
2005-7308,Adelaide,Hard,32,A,20050103,4,D362,5,,Taylor Dent,R,188,USA,23.696,32,,G569,,,Robby Ginepri,R,183,USA,22.242,63,,6-1 2-6 6-2,3,R32,96,3,9,80,42,32,18,11,8,10,0,6,81,51,29,11,12,9,14
2005-7308,Adelaide,Hard,32,A,20050103,5,C514,4,,Juan Ignacio Chela,R,190,ARG,25.347,26,,S545,,,Sargis Sargsian,R,180,ARM,31.587,75,,6-1 6-1,3,R32,57,4,1,36,27,23,6,7,0,0,3,3,59,40,19,7,7,9,14
2005-7308,Adelaide,Hard,32,A,20050103,6,L386,,Q,Jean-Rene Lisnard,R,173,MON,25.276,,,D351,,Q,Sebastien De Chaunac,R,183,FRA,27.242,,,6-4 7-6(4),3,R32,110,2,6,77,39,31,20,11,1,2,1,4,78,48,32,15,11,5,7
2005-7308,Adelaide,Hard,32,A,20050103,7,D438,,Q,Amer Delic,R,196,BIH,22.513,173,,R583,,WC,Todd Reid,R,180,AUS,20.586,126,,3-6 7-5 6-2,3,R32,94,9,4,78,40,31,23,14,6,8,2,1,104,78,45,16,15,11,15
2005-7308,Adelaide,Hard,32,A,20050103,8,M762,8,,Jurgen Melzer,L,183,AUT,23.619,39,,BA47,,,Tomas Berdych,R,196,CZE,19.296,45,,6-4 4-6 6-3,3,R32,122,6,3,111,63,44,24,15,5,8,11,8,99,60,40,17,14,12,16
2005-7308,Adelaide,Hard,32,A,20050103,9,S694,6,,Radek Stepanek,R,185,CZE,26.103,33,,K435,,,Philipp Kohlschreiber,R,178,GER,21.218,88,,6-3 6-4,3,R32,84,2,3,49,25,21,12,10,0,2,0,4,70,51,32,5,9,4,8
2005-7308,Adelaide,Hard,32,A,20050103,10,R397,,,Olivier Rochus,R,168,BEL,23.959,66,,D272,,,Antony Dupuis,R,185,FRA,31.858,79,,3-6 6-3 6-1,3,R32,95,3,3,64,37,29,16,12,3,5,10,3,95,62,41,10,13,7,12
