tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2023-9900,United Cup,Hard,18,A,O,20230102,11,M0EJ,,,Lorenzo Musetti,R,185,ITA,20.835,23,1865,MW75,,,Felipe Meligeni Alves,R,185,BRA,24.868,166,343,6-3 6-4,3,RR,,9,1,55,31,22,15,10,1,3,1,2,50,33,19,8,9,0,4
2023-9900,United Cup,Hard,18,A,O,20230102,12,BK40,5,,Matteo Berrettini,R,196,ITA,26.724,16,2375,MJ08,11,,Thiago Monteiro,L,183,BRA,28.591,71,738,6-4 7-6(7),3,RR,115,15,1,64,43,38,14,11,0,0,4,2,72,43,31,20,11,1,2
2023-9900,United Cup,Hard,18,A,O,20230102,13,KB95,,,Jason Kubler,R,178,AUS,29.624,107,538,E687,,,Daniel Evans,R,175,GBR,32.613,27,1585,6-3 7-6(3),3,RR,110,11,1,67,42,30,15,11,2,4,3,2,64,36,26,13,10,1,4
2023-9900,United Cup,Hard,18,A,O,20230102,14,N771,15,,Cameron Norrie,L,188,GBR,27.362,14,2445,DH58,7,,Alex de Minaur,R,183,AUS,23.874,24,1790,6-3 6-3,3,RR,,4,1,56,30,26,14,9,4,4,3,1,55,28,19,14,9,6,9
2023-9900,United Cup,Hard,18,A,O,20230102,15,E687,,,Daniel Evans,R,175,GBR,32.613,27,1585,R772,,,Albert Ramos-Vinolas,L,188,ESP,34.96,39,1075,6-3 1-6 6-3,3,RR,139,5,1,73,41,32,15,13,2,5,3,3,82,49,32,14,12,4,7
2023-9900,United Cup,Hard,18,A,O,20230102,16,N771,15,,Cameron Norrie,L,188,GBR,27.362,14,2445,N409,4,,Rafael Nadal,L,185,ESP,36.583,2,6020,3-6 6-3 6-4,3,RR,164,6,2,88,57,42,18,14,5,6,10,4,95,55,40,21,14,9,11
2023-9900,United Cup,Hard,18,A,O,20230102,17,KB95,,,Jason Kubler,R,178,AUS,29.624,107,538,R772,,,Albert Ramos-Vinolas,L,188,ESP,34.96,39,1075,6-3 4-6 6-3,3,RR,129,10,2,78,50,41,14,14,1,3,4,2,82,46,33,19,14,1,5
2023-9900,United Cup,Hard,18,A,O,20230102,18,DH58,7,,Alex de Minaur,R,183,AUS,23.874,24,1790,N409,4,,Rafael Nadal,L,185,ESP,36.583,2,6020,3-6 6-1 7-5,3,RR,162,3,6,100,62,39,19,14,8,12,2,4,92,56,34,16,14,7,13
2023-9900,United Cup,Hard,18,A,O,20230102,19,O449,,,Oscar Otte,R,193,GER,29.465,76,691,S0GD,,,Dalibor Svrcina,R,178,CZE,20.252,222,249,7-6(1) 6-2,3,RR,109,7,2,67,35,23,15,10,6,10,0,2,73,46,24,10,10,1,7
2023-9900,United Cup,Hard,18,A,O,20230102,20,L0BV,14,,Jiri Lehecka,R,185,CZE,21.15,81,646,Z355,10,,Alexander Zverev,R,198,GER,25.703,12,2700,6-4 6-2,3,RR,92,5,3,67,47,36,8,9,6,7,1,8,56,34,22,8,9,4,8
2023-9900,United Cup,Hard,18,A,O,20230102,21,TD51,,,Frances Tiafoe,R,188,USA,24.95,19,2000,M0FH,,,Tomas Machac,R,183,CZE,22.22,97,580,6-3 2-4 RET,3,RR,80,4,1,55,36,24,10,8,2,4,6,5,59,37,27,6,7,3,5
2023-9900,United Cup,Hard,18,A,O,20230102,22,FB98,3,,Taylor Fritz,R,196,USA,25.18,9,3355,L0BV,14,,Jiri Lehecka,R,185,CZE,21.15,81,646,6-3 6-4,3,RR,,5,3,68,41,32,14,10,2,2,4,1,48,31,24,8,9,1,3
2023-9900,United Cup,Hard,18,A,O,20230102,23,TD51,,,Frances Tiafoe,R,188,USA,24.95,19,2000,O449,,,Oscar Otte,R,193,GER,29.465,76,691,7-5 6-4,3,RR,75,9,3,56,30,29,16,11,0,0,10,0,58,30,23,18,11,0,2
2023-9900,United Cup,Hard,18,A,O,20230102,24,FB98,3,,Taylor Fritz,R,196,USA,25.18,9,3355,Z355,10,,Alexander Zverev,R,198,GER,25.703,12,2700,6-1 6-4,3,RR,64,8,4,45,27,26,11,9,1,1,3,5,60,48,31,3,8,3,6
2023-9900,United Cup,Hard,18,A,O,20230102,25,HH06,,,Marc-Andrea Huesler,L,196,SUI,26.524,56,818,S0GR,,,Timofey Skatov,R,173,KAZ,21.947,142,387,4-6 6-3 6-3,3,RR,,6,1,99,67,48,16,14,6,7,4,2,88,61,41,13,14,4,7
2023-9900,United Cup,Hard,18,A,O,20230102,26,W367,9,,Stan Wawrinka,R,183,SUI,37.766,148,377,BK92,13,,Alexander Bublik,R,196,KAZ,25.544,37,1130,6-3 7-6(3),3,RR,90,10,0,63,34,29,19,11,0,0,7,2,59,42,33,8,10,3,4
2023-9900,United Cup,Hard,18,A,O,20230102,27,S0GR,,,Timofey Skatov,R,173,KAZ,21.947,142,387,M0E1,,,Daniel Michalski,R,180,POL,22.976,260,204,7-6(7) 6-2,3,RR,131,3,1,78,55,44,11,10,5,5,2,2,93,62,41,14,10,8,10
2023-9900,United Cup,Hard,18,A,O,20230102,28,HB71,2,,Hubert Hurkacz,R,196,POL,25.889,10,2905,BK92,13,,Alexander Bublik,R,196,KAZ,25.544,37,1130,7-6(8) 4-6 6-3,3,RR,129,18,4,94,58,52,20,16,3,4,15,8,104,62,50,23,15,3,4
2023-9900,United Cup,Hard,18,A,O,20230102,29,HH06,,,Marc-Andrea Huesler,L,196,SUI,26.524,56,818,M0E1,,,Daniel Michalski,R,180,POL,22.976,260,204,6-3 6-2,3,RR,72,3,1,52,31,27,11,9,0,0,0,2,46,34,20,5,8,0,3
2023-9900,United Cup,Hard,18,A,O,20230102,30,HB71,2,,Hubert Hurkacz,R,196,POL,25.889,10,2905,W367,9,,Stan Wawrinka,R,183,SUI,37.766,148,377,7-6(5) 6-4,3,RR,99,11,0,62,32,25,23,11,1,2,9,3,67,33,26,21,11,1,3
2023-9900,United Cup,Hard,18,A,O,20230102,31,KC33,,,Dimitar Kuzmanov,R,183,BUL,29.432,196,282,BU13,,,Zizou Bergs,R,185,BEL,23.584,129,435,6-2 6-0,3,RR,87,2,0,48,33,21,12,7,3,3,4,4,56,31,13,11,7,2,7
2023-9900,United Cup,Hard,18,A,O,20230102,32,D875,16,,Grigor Dimitrov,R,191,BUL,31.633,28,1460,GB88,12,,David Goffin,R,180,BEL,32.071,53,870,6-4 7-5,3,RR,102,10,7,72,48,38,9,11,6,8,2,2,64,33,22,16,11,3,7
2023-9900,United Cup,Hard,18,A,O,20230102,33,KC33,,,Dimitar Kuzmanov,R,183,BUL,29.432,196,282,PM13,,,Michail Pervolarakis,R,193,GRE,26.574,506,70,6-1 6-1,3,RR,67,2,2,36,20,18,11,7,1,1,2,5,48,26,14,6,7,3,8
2023-9900,United Cup,Hard,18,A,O,20230102,34,TE51,1,,Stefanos Tsitsipas,R,193,GRE,24.392,4,5550,D875,16,,Grigor Dimitrov,R,191,BUL,31.633,28,1460,4-6 6-2 7-6(4),3,RR,,12,1,95,72,56,12,15,8,9,11,2,87,55,44,19,15,6,8
2023-9900,United Cup,Hard,18,A,O,20230102,35,S0KT,,,Stefanos Sakellaridis,R,198,GRE,18.303,803,23,BU13,,,Zizou Bergs,R,185,BEL,23.584,129,435,5-7 6-1 6-3,3,RR,133,8,1,86,50,37,21,14,4,5,1,5,86,52,33,16,14,3,7
2023-9900,United Cup,Hard,18,A,O,20230102,36,TE51,1,,Stefanos Tsitsipas,R,193,GRE,24.392,4,5550,GB88,12,,David Goffin,R,180,BEL,32.071,53,870,6-3 6-2,3,RR,78,12,1,61,39,27,12,9,4,5,2,1,49,33,22,4,8,2,6
2023-9900,United Cup,Hard,18,A,O,20230102,37,TD51,,,Frances Tiafoe,R,188,USA,24.95,19,2000,E687,,,Daniel Evans,R,175,GBR,32.613,27,1585,3-6 7-5 6-3,3,RR,132,10,1,87,46,32,24,15,7,10,9,3,82,46,35,17,15,5,9
2023-9900,United Cup,Hard,18,A,O,20230102,38,N771,15,,Cameron Norrie,L,188,GBR,27.362,14,2445,FB98,3,,Taylor Fritz,R,196,USA,25.18,9,3355,6-4 5-7 6-4,3,RR,136,7,0,91,69,53,9,16,5,8,16,2,95,58,39,21,16,4,8
2023-9900,United Cup,Hard,18,A,O,20230102,39,M0EJ,,,Lorenzo Musetti,R,185,ITA,20.835,23,1865,M0E1,,,Daniel Michalski,R,180,POL,22.976,260,204,6-1 6-1,3,RR,57,8,0,31,18,17,11,7,0,0,1,1,40,28,12,5,7,4,9
2023-9900,United Cup,Hard,18,A,O,20230102,40,BK40,5,,Matteo Berrettini,R,196,ITA,26.724,16,2375,HB71,2,,Hubert Hurkacz,R,196,POL,25.889,10,2905,6-4 3-6 6-3,3,RR,116,11,1,77,49,37,18,14,2,4,12,1,79,49,36,16,14,1,4
2023-9900,United Cup,Hard,18,A,O,20230102,41,GH92,,,Borna Gojo,R,196,CRO,24.846,144,381,S0KT,,,Stefanos Sakellaridis,R,198,GRE,18.303,803,23,6-4 6-2,3,RR,89,4,1,50,30,27,11,9,1,1,4,1,78,50,30,12,9,6,9
2023-9900,United Cup,Hard,18,A,O,20230102,42,TE51,1,,Stefanos Tsitsipas,R,193,GRE,24.392,4,5550,CG80,8,,Borna Coric,R,188,CRO,26.133,26,1685,6-0 6-7(4) 7-5,3,RR,151,20,1,94,60,45,20,15,5,6,7,2,88,59,44,10,15,2,7
2023-9900,United Cup,Hard,18,A,O,20230102,43,M0EJ,,,Lorenzo Musetti,R,185,ITA,20.835,23,1865,S0KT,,,Stefanos Sakellaridis,R,198,GRE,18.303,803,23,6-1 6-1,3,SF,62,2,1,41,25,18,12,7,1,1,2,1,43,26,15,5,7,4,9
2023-9900,United Cup,Hard,18,A,O,20230102,44,TE51,1,,Stefanos Tsitsipas,R,193,GRE,24.392,4,5550,BK40,5,,Matteo Berrettini,R,196,ITA,26.724,16,2375,4-6 7-6(2) 6-4,3,SF,155,9,1,98,52,43,28,16,1,2,7,2,89,58,48,18,16,1,2
2023-9900,United Cup,Hard,18,A,O,20230102,45,TD51,,,Frances Tiafoe,R,188,USA,24.95,19,2000,Z09D,,,Kacper Zuk,R,183,POL,23.948,245,220,6-3 6-3,3,SF,79,5,4,61,37,31,11,9,5,5,3,3,68,41,26,12,9,6,9
2023-9900,United Cup,Hard,18,A,O,20230102,46,FB98,3,,Taylor Fritz,R,196,USA,25.18,9,3355,HB71,2,,Hubert Hurkacz,R,196,POL,25.889,10,2905,7-6(5) 7-6(5),3,SF,104,11,0,80,50,44,19,12,4,4,17,1,82,62,51,7,12,2,2
2023-9900,United Cup,Hard,18,A,O,20230102,47,TD51,,,Frances Tiafoe,R,188,USA,24.95,19,2000,M0EJ,,,Lorenzo Musetti,R,185,ITA,20.835,23,1865,6-2 RET,3,F,34,3,1,27,19,15,3,4,3,3,0,0,21,12,8,3,4,1,3
2023-9900,United Cup,Hard,18,A,O,20230102,48,FB98,3,,Taylor Fritz,R,196,USA,25.18,9,3355,BK40,5,,Matteo Berrettini,R,196,ITA,26.724,16,2375,7-6(4) 7-6(6),3,F,135,15,2,85,52,45,16,12,0,0,7,2,97,62,47,15,12,9,9
2023-2843,Adelaide-1,Hard,32,250,O,20230102,1,P09Z,,Q,Alexei Popyrin,R,196,AUS,23.411,120,469,AG37,2,,Felix Auger-Aliassime,R,193,CAN,22.401,6,4195,6-4 7-6(5),3,R32,114,11,2,67,45,35,13,11,1,2,7,2,66,45,33,11,11,2,4
2023-2843,Adelaide-1,Hard,32,250,O,20230102,2,GC88,,,Marcos Giron,R,180,USA,29.443,61,776,G628,,,Richard Gasquet,R,183,FRA,36.542,68,740,7-6(5) 6-7(6) 7-5,3,R32,177,13,2,110,76,59,23,18,2,3,10,4,139,74,51,38,18,10,12
2023-2843,Adelaide-1,Hard,32,250,O,20230102,3,MK66,,,Mackenzie McDonald,R,178,USA,27.715,63,775,GE33,,,Daniel Elahi Galan,R,191,COL,26.541,67,741,6-3 RET,3,R32,40,4,1,20,14,14,2,4,0,0,2,1,39,25,16,6,5,0,2
2023-2843,Adelaide-1,Hard,32,250,O,20230102,4,N732,,,Yoshihito Nishioka,L,170,JPN,27.266,36,1134,R0DG,5,,Holger Rune,R,188,DEN,19.68,11,2888,2-6 6-4 6-4,3,R32,125,0,8,86,54,36,16,14,5,9,14,8,95,57,40,16,14,7,11
2023-2843,Adelaide-1,Hard,32,250,O,20230102,5,BD06,,,Roberto Bautista Agut,R,183,ESP,34.719,21,1940,RE44,4,,Andrey Rublev,R,188,RUS,25.202,8,3930,4-6 6-3 6-4,3,R32,109,8,1,79,54,40,17,15,2,4,15,6,81,52,40,11,14,2,5
2023-2843,Adelaide-1,Hard,32,250,O,20230102,6,K0AH,,,Sebastian Korda,R,196,USA,22.494,33,1175,MC10,,,Andy Murray,R,191,GBR,35.636,49,920,7-6(3) 6-3,3,R32,116,12,1,64,39,34,14,11,4,5,3,2,69,36,27,14,10,3,5
2023-2843,Adelaide-1,Hard,32,250,O,20230102,7,KD46,,WC,Thanasi Kokkinakis,R,193,AUS,26.73,93,592,C0BC,,,Maxime Cressy,R,201,USA,25.654,34,1163,7-6(4) 7-6(7),3,R32,131,21,0,72,52,45,13,12,3,4,20,8,82,50,38,19,12,5,6
2023-2843,Adelaide-1,Hard,32,250,O,20230102,8,S0AG,6,,Jannik Sinner,R,191,ITA,21.38,15,2410,E831,,PR,Kyle Edmund,R,188,GBR,27.984,582,52,6-3 6-2,3,R32,65,5,1,41,25,23,13,9,0,0,1,2,48,21,15,11,8,1,4
2023-2843,Adelaide-1,Hard,32,250,O,20230102,9,KE29,8,,Karen Khachanov,R,198,RUS,26.617,20,1990,CG04,,,Pedro Cachin,R,185,ARG,27.726,57,813,6-2 6-4,3,R32,85,6,3,61,34,30,12,9,6,7,3,2,57,40,24,6,9,8,12
2023-2843,Adelaide-1,Hard,32,250,O,20230102,10,D0CO,,,Jack Draper,L,193,GBR,21.029,42,990,KF17,,Q,Soonwoo Kwon,R,180,KOR,25.084,83,630,6-2 6-1,3,R32,68,8,2,35,18,16,13,7,3,3,2,3,52,24,12,10,8,7,12
2023-2843,Adelaide-1,Hard,32,250,O,20230102,11,KI95,,,Miomir Kecmanovic,R,183,SRB,23.34,29,1420,O483,,WC,Christopher O'Connell,R,183,AUS,28.583,78,652,6-4 6-4,3,R32,94,4,4,74,42,24,23,10,5,6,9,2,55,31,23,9,10,2,5
2023-2843,Adelaide-1,Hard,32,250,O,20230102,12,MM58,3,,Daniil Medvedev,R,198,RUS,26.891,7,4065,SU87,,,Lorenzo Sonego,R,191,ITA,27.647,45,950,7-6(6) 2-1 RET,3,R32,102,5,2,70,45,30,15,8,9,10,1,1,57,32,25,11,7,3,4
2023-2843,Adelaide-1,Hard,32,250,O,20230102,13,SU55,7,,Denis Shapovalov,L,185,CAN,23.718,18,2075,H0BH,,Q,Rinky Hijikata,R,178,AUS,21.856,164,344,2-6 6-4 6-3,3,R32,120,7,9,77,42,30,18,13,5,8,2,5,93,58,43,12,14,8,12
2023-2843,Adelaide-1,Hard,32,250,O,20230102,14,SX50,,Q,Roman Safiullin,R,185,RUS,25.405,88,606,Y268,,,Mikael Ymer,R,185,SWE,24.315,69,739,6-4 6-2,3,R32,94,4,3,65,40,31,13,9,5,5,2,3,61,36,20,13,9,5,8
2023-2843,Adelaide-1,Hard,32,250,O,20230102,15,HB64,,,Quentin Halys,R,191,FRA,26.185,64,767,TC61,,WC,Jordan Thompson,R,183,AUS,28.704,84,626,6-3 6-4,3,R32,76,14,2,47,30,27,13,10,0,0,5,4,65,38,26,12,9,3,5
2023-2843,Adelaide-1,Hard,32,250,O,20230102,16,D643,1,,Novak Djokovic,R,188,SRB,35.617,5,4820,LB66,,,Constant Lestienne,R,180,FRA,30.612,65,760,6-3 6-2,3,R32,74,4,2,47,29,25,13,9,1,1,3,1,56,39,22,10,8,5,8
2023-2843,Adelaide-1,Hard,32,250,O,20230102,17,P09Z,,Q,Alexei Popyrin,R,196,AUS,23.411,120,469,GC88,,,Marcos Giron,R,180,USA,29.443,61,776,4-6 6-4 6-3,3,R16,112,16,1,83,58,49,13,15,2,3,4,0,79,61,43,11,14,1,3
2023-2843,Adelaide-1,Hard,32,250,O,20230102,18,N732,,,Yoshihito Nishioka,L,170,JPN,27.266,36,1134,MK66,,,Mackenzie McDonald,R,178,USA,27.715,63,775,6-4 6-3,3,R16,95,0,2,72,49,29,17,9,4,4,3,2,57,36,26,8,10,1,4
2023-2843,Adelaide-1,Hard,32,250,O,20230102,19,K0AH,,,Sebastian Korda,R,196,USA,22.494,33,1175,BD06,,,Roberto Bautista Agut,R,183,ESP,34.719,21,1940,6-4 6-4,3,R16,73,12,0,57,41,33,10,10,2,2,5,3,47,26,20,12,10,0,2
2023-2843,Adelaide-1,Hard,32,250,O,20230102,20,S0AG,6,,Jannik Sinner,R,191,ITA,21.38,15,2410,KD46,,WC,Thanasi Kokkinakis,R,193,AUS,26.73,93,592,7-6(2) 6-4,3,R16,122,5,2,78,58,40,12,11,6,7,9,3,72,45,33,13,11,1,3
2023-2843,Adelaide-1,Hard,32,250,O,20230102,21,KE29,8,,Karen Khachanov,R,198,RUS,26.617,20,1990,D0CO,,,Jack Draper,L,193,GBR,21.029,42,990,6-4 6-2,3,R16,91,7,1,53,39,32,9,9,1,1,6,3,67,36,20,17,9,6,9
2023-2843,Adelaide-1,Hard,32,250,O,20230102,22,MM58,3,,Daniil Medvedev,R,198,RUS,26.891,7,4065,KI95,,,Miomir Kecmanovic,R,183,SRB,23.34,29,1420,6-0 6-3,3,R16,67,7,3,51,38,29,7,8,1,1,0,0,42,31,13,6,7,3,7
2023-2843,Adelaide-1,Hard,32,250,O,20230102,23,SU55,7,,Denis Shapovalov,L,185,CAN,23.718,18,2075,SX50,,Q,Roman Safiullin,R,185,RUS,25.405,88,606,6-4 6-3,3,R16,81,7,2,44,25,21,13,9,0,1,3,3,70,45,29,11,10,7,11
2023-2843,Adelaide-1,Hard,32,250,O,20230102,24,D643,1,,Novak Djokovic,R,188,SRB,35.617,5,4820,HB64,,,Quentin Halys,R,191,FRA,26.185,64,767,7-6(3) 7-6(5),3,R16,115,10,4,76,50,44,14,12,0,1,11,2,82,48,39,16,12,4,5
2023-2843,Adelaide-1,Hard,32,250,O,20230102,25,N732,,,Yoshihito Nishioka,L,170,JPN,27.266,36,1134,P09Z,,Q,Alexei Popyrin,R,196,AUS,23.411,120,469,7-6(4) 6-7(8) 6-2,3,QF,166,2,1,106,75,57,19,16,2,4,27,4,103,68,56,12,16,6,10
2023-2843,Adelaide-1,Hard,32,250,O,20230102,26,K0AH,,,Sebastian Korda,R,196,USA,22.494,33,1175,S0AG,6,,Jannik Sinner,R,191,ITA,21.38,15,2410,7-5 6-1,3,QF,86,5,1,52,30,25,12,9,3,4,8,3,53,34,23,6,10,4,9
2023-2843,Adelaide-1,Hard,32,250,O,20230102,27,MM58,3,,Daniil Medvedev,R,198,RUS,26.891,7,4065,KE29,8,,Karen Khachanov,R,198,RUS,26.617,20,1990,6-3 6-3,3,QF,77,6,5,51,33,29,7,9,2,3,1,2,60,42,25,6,9,3,7
2023-2843,Adelaide-1,Hard,32,250,O,20230102,28,D643,1,,Novak Djokovic,R,188,SRB,35.617,5,4820,SU55,7,,Denis Shapovalov,L,185,CAN,23.718,18,2075,6-3 6-4,3,QF,115,4,3,70,40,31,16,10,3,4,6,7,72,38,25,14,9,5,8
2023-2843,Adelaide-1,Hard,32,250,O,20230102,29,K0AH,,,Sebastian Korda,R,196,USA,22.494,33,1175,N732,,,Yoshihito Nishioka,L,170,JPN,27.266,36,1134,7-6(5) 1-0 RET,3,SF,74,9,0,40,23,21,10,6,0,0,0,0,54,40,29,6,7,3,4
2023-2843,Adelaide-1,Hard,32,250,O,20230102,30,D643,1,,Novak Djokovic,R,188,SRB,35.617,5,4820,MM58,3,,Daniil Medvedev,R,198,RUS,26.891,7,4065,6-3 6-4,3,SF,90,5,3,61,35,31,14,10,3,3,5,2,48,31,23,9,9,1,3
2023-2843,Adelaide-1,Hard,32,250,O,20230102,31,D643,1,,Novak Djokovic,R,188,SRB,35.617,5,4820,K0AH,,,Sebastian Korda,R,196,USA,22.494,33,1175,6-7(8) 7-6(3) 6-4,3,F,189,7,4,99,62,53,25,17,1,2,15,4,129,76,59,27,17,5,7
2023-891,Pune,Hard,32,250,O,20230102,1,C0E9,,Q,Flavio Cobolli,R,183,ITA,20.66,171,335,MP13,,WC,Mukund Sasikumar,R,185,IND,25.966,340,146,6-4 7-5,3,R32,98,6,2,65,36,29,12,11,6,9,1,1,67,44,27,7,11,5,10
2023-891,Pune,Hard,32,250,O,20230102,2,MN13,,Q,Maximilian Marterer,L,188,GER,27.551,159,354,Y218,,Q,Elias Ymer,R,185,SWE,26.73,127,444,6-2 3-6 6-3,3,R32,112,12,1,65,41,33,13,13,0,2,5,2,84,47,30,19,13,2,6
2023-891,Pune,Hard,32,250,O,20230102,3,DB63,,,Laslo Djere,R,188,SRB,27.587,70,738,MV14,5,,Alex Molcan,L,178,SVK,25.087,50,895,6-2 6-4,3,R32,64,12,0,41,26,23,13,9,0,0,2,2,55,33,21,11,9,2,5
2023-891,Pune,Hard,32,250,O,20230102,4,BM95,,,Benjamin Bonzi,R,183,FRA,26.565,60,781,T0AP,,,Chun-Hsin Tseng,R,175,TPE,21.402,115,490,6-0 6-3,3,R32,61,2,0,39,21,18,14,8,0,0,2,1,45,31,16,4,7,1,5
2023-891,Pune,Hard,32,250,O,20230102,5,MP01,,,Michael Mmoh,R,188,USA,24.977,113,507,D0JI,,WC,Manas Dhamne,R,183,IND,15.012,,,6-2 6-4,3,R32,88,3,1,49,29,22,12,9,2,3,0,0,59,37,21,10,9,6,10
2023-891,Pune,Hard,32,250,O,20230102,6,KB05,6,,Filip Krajinovic,R,185,SRB,30.847,54,845,N897,,WC,Sumit Nagal,R,178,IND,25.38,503,70,6-4 4-6 6-4,3,R32,144,8,1,89,58,47,17,15,2,3,3,2,96,70,48,15,15,5,7
2023-891,Pune,Hard,32,250,O,20230102,7,KC56,8,,Aslan Karatsev,R,185,RUS,29.328,59,795,A596,,,Pablo Andujar,R,180,ESP,36.942,121,467,6-1 6-3,3,R32,63,5,1,40,26,23,9,8,0,0,1,2,47,34,17,4,8,3,7
2023-891,Pune,Hard,32,250,O,20230102,8,V942,,,Tim van Rijthoven,R,188,NED,25.692,111,516,A829,,,Radu Albot,R,175,MDA,33.142,103,559,6-4 6-4,3,R32,86,14,0,58,38,29,14,10,2,2,2,4,60,37,28,10,10,1,3
2023-891,Pune,Hard,32,250,O,20230102,9,MO44,,,Pedro Martinez,R,185,ESP,25.687,62,776,RB56,,Q,Ramkumar Ramanathan,R,188,IND,28.151,435,98,3-6 7-5 6-3,3,R32,148,2,5,103,70,49,16,15,8,11,11,6,92,42,33,23,15,3,7
2023-891,Pune,Hard,32,250,O,20230102,10,GJ37,,,Tallon Griekspoor,R,188,NED,26.502,95,584,MU94,7,,Jaume Munar,R,183,ESP,25.662,58,802,6-4 7-5,3,R32,94,10,6,63,43,36,9,11,1,2,2,1,60,46,30,9,11,2,5
2023-891,Pune,Hard,32,250,O,20230102,11,CF01,,,Marco Cecchinato,R,185,ITA,30.256,101,562,BG23,,,Nikoloz Basilashvili,R,185,GEO,30.858,91,595,6-2 6-2,3,R32,55,3,0,43,22,18,16,8,1,1,2,1,47,25,13,11,8,2,6
2023-891,Pune,Hard,32,250,O,20230102,12,CF59,,,Roberto Carballes Baena,R,183,ESP,29.78,74,695,Z419,,,Bernabe Zapata Miralles,R,183,ESP,25.971,72,712,6-1 7-5,3,R32,100,0,1,60,41,28,10,9,3,4,4,5,79,51,31,10,10,4,9
