tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2006-7308,Adelaide,Hard,32,A,20060102,1,H432,1,,Lleyton Hewitt,R,180,AUS,24.854,4,2490,H442,,,Jan Hernych,R,190,CZE,26.491,74,515,4-6 6-2 6-4,3,R32,116,5,4,89,51,36,15,14,6,11,1,0,103,69,40,12,14,9,16
2006-7308,Adelaide,Hard,32,A,20060102,2,K435,,,Philipp Kohlschreiber,R,178,GER,22.215,86,470,G621,,WC,Chris Guccione,L,201,AUS,20.427,156,265,6-4 6-3,3,R32,76,4,1,49,28,22,14,9,2,3,14,5,84,49,30,14,10,12,16
2006-7308,Adelaide,Hard,32,A,20060102,3,MC10,,,Andy Murray,R,190,GBR,18.637,64,571,L503,,Q,Paolo Lorenzi,R,183,ITA,24.049,252,138,3-6 6-0 6-2,3,R32,88,7,6,70,44,29,13,11,5,8,0,1,75,40,17,17,12,5,12
2006-7308,Adelaide,Hard,32,A,20060102,4,BA47,6,,Tomas Berdych,R,196,CZE,20.293,24,1200,C478,,,Agustin Calleri,R,183,ARG,29.3,51,692,6-4 6-7(5) 6-4,3,R32,138,5,5,103,53,43,29,16,4,5,13,9,110,58,43,27,16,5,8
2006-7308,Adelaide,Hard,32,A,20060102,5,A385,4,,Mario Ancic,R,196,CRO,21.76,21,1360,C487,,,Arnaud Clement,R,173,FRA,28.044,69,558,6-0 6-2,3,R32,59,7,0,36,23,21,8,7,2,2,1,1,45,23,15,4,7,4,9
2006-7308,Adelaide,Hard,32,A,20060102,6,M680,,,Xavier Malisse,R,185,BEL,25.457,47,731,L515,,WC,Peter Luczak,R,183,AUS,26.341,146,286,7-6(11) 6-3,3,R32,105,17,4,95,54,44,17,11,14,16,5,2,73,40,29,15,10,6,9
2006-7308,Adelaide,Hard,32,A,20060102,7,SA93,,,Andreas Seppi,R,190,ITA,21.864,68,562,P642,,,Boris Pashanski,R,180,SRB,23.165,82,498,6-4 6-4,3,R32,70,8,2,57,36,29,11,10,2,3,3,4,58,33,24,11,10,5,8
2006-7308,Adelaide,Hard,32,A,20060102,8,B676,5,,James Blake,R,185,USA,26.015,23,1230,M590,,,Alberto Martin,R,175,ESP,27.37,50,711,6-3 6-3,3,R32,65,4,0,51,25,21,13,9,3,5,3,6,60,33,21,8,9,6,11
2006-7308,Adelaide,Hard,32,A,20060102,9,N289,7,,Jarkko Nieminen,L,185,FIN,24.446,28,1045,M850,,,Paul-Henri Mathieu,R,185,FRA,23.973,46,738,6-2 7-6(5),3,R32,92,3,2,78,52,36,14,10,5,6,4,5,66,35,27,13,10,5,8
2006-7308,Adelaide,Hard,32,A,20060102,10,MB02,,,Florian Mayer,R,190,GER,22.245,72,519,MA21,,,Juan Monaco,R,185,ARG,21.763,85,477,6-2 6-4,3,R32,73,2,3,45,25,22,11,9,1,2,1,0,67,42,24,11,9,5,9
2006-7308,Adelaide,Hard,32,A,20060102,11,S963,,,Florent Serra,R,180,FRA,24.843,49,712,L428,,Q,Michael Llodra,L,190,FRA,25.626,137,303,3-6 3-1 RET,3,R32,70,3,2,40,31,19,5,6,2,4,1,1,48,30,16,11,7,3,5
2006-7308,Adelaide,Hard,32,A,20060102,12,R419,3,,Tommy Robredo,R,180,ESP,23.674,19,1490,M762,,,Jurgen Melzer,L,183,AUT,24.616,52,690,7-5 6-4,3,R32,83,2,3,59,27,23,23,11,0,0,1,4,79,41,32,17,11,4,6
2006-7308,Adelaide,Hard,32,A,20060102,13,K336,,,Ivo Karlovic,R,208,CRO,26.845,70,550,C514,8,,Juan Ignacio Chela,R,190,ARG,26.344,39,815,6-3 3-6 6-1,3,R32,104,13,2,79,46,37,16,13,1,2,3,3,80,48,33,16,12,5,8
2006-7308,Adelaide,Hard,32,A,20060102,14,C328,,,Kenneth Carlsen,L,190,DEN,32.712,66,565,C400,,Q,Gregory Carraz,R,190,FRA,30.735,167,233,5-7 7-5 6-3,3,R32,127,7,2,96,65,52,17,16,6,7,18,9,104,60,46,21,17,3,6
2006-7308,Adelaide,Hard,32,A,20060102,15,P338,,WC,Mark Philippoussis,R,196,AUS,29.153,172,228,S544,,,Vincent Spadea,R,183,USA,31.458,75,515,6-4 3-6 6-4,3,R32,121,14,2,94,53,36,21,15,6,10,4,3,95,55,37,18,14,6,10
2006-7308,Adelaide,Hard,32,A,20060102,16,H377,2,,Dominik Hrbaty,R,183,SVK,27.995,18,1490,J230,,Q,Rameez Junaid,R,,AUS,24.608,413,67,6-3 7-5,3,R32,71,6,5,63,37,26,15,11,3,5,2,5,58,33,23,9,10,2,6
2006-7308,Adelaide,Hard,32,A,20060102,17,K435,,,Philipp Kohlschreiber,R,178,GER,22.215,86,470,H432,1,,Lleyton Hewitt,R,180,AUS,24.854,4,2490,6-3 0-6 7-5,3,R16,115,4,0,91,42,22,31,14,4,8,7,4,80,48,35,17,13,5,8
2006-7308,Adelaide,Hard,32,A,20060102,18,BA47,6,,Tomas Berdych,R,196,CZE,20.293,24,1200,MC10,,,Andy Murray,R,190,GBR,18.637,64,571,7-6(2) 4-6 6-1,3,R16,127,5,5,94,56,42,18,14,0,2,5,3,106,54,39,22,15,10,14
