tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1968-9346,Cape Town-1,Hard,64,A,19680101,1,BB88,,,Clive Brebnor,,,RSA,24.884,,,M0M6,,,Ryan Meara,,,RSA,,,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,2,C090,,,Mark Cox,L,,GBR,24.493,,,Y008,,,John Yuill,R,,RSA,19.053,,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,3,F068,,,Jurgen Fassbender,R,,GER,19.595,,,RD88,,,Colin Rees,,,RSA,,,,6-2 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,4,G079,,,Clark Graebner,R,188,USA,24.159,,,P576,,,Quentin Pretorius,,,RSA,23.513,,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,5,GF84,,,Peter Gray,,,RSA,19.228,,,LE16,,,Jannie Louw,,,RSA,18.13,,,6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,6,H058,,,Bob Hewitt,R,191,RSA,27.97,,,K100,,,Julian Krinsky,R,,RSA,,,,1-6 6-3 6-0,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,7,H128,,,Paul Hutchins,R,,GBR,22.741,,,S0XC,,,Jacques Sellschop,,,RSA,,,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,8,I017,,,Henry (Hank) Irvine,R,,ZIM,24.334,,,G800,,,Sidney Gordon,,,RSA,19.828,,,6-3 9-7,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,9,L083,,,David Lloyd,R,,GBR,19.995,,,W0BM,,,Mervyn Webster,,,RSA,,,,5-7 6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1968-9346,Cape Town-1,Hard,64,A,19680101,10,M135,,,Jose Edison Mandarino,R,173,BRA,26.768,,,B232,,,Gordon Birt,R,,RSA,,,,6-3 8-6,3,R64,,,,,,,,,,,,,,,,,,,
