tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1985-301,Auckland,Hard,32,A,O,19850107,23,M030,8,,Wally Masur,R,180,AUS,21.656,106,,D049,,,Broderick Dyke,L,180,AUS,24.019,292,,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,24,S008,,,Danny Saltz,R,193,USA,23.441,155,,T033,,,Jeff Turpin,R,188,USA,24.654,156,,4-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,25,F028,1,,John Fitzgerald,R,183,AUS,24.027,29,,D040,5,,Brad Drewett,L,185,AUS,26.472,80,,7-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,26,S008,,,Danny Saltz,R,193,USA,23.441,155,,D036,6,,Peter Doohan,R,191,AUS,23.685,84,,6-4 4-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,27,L024,7,,Chris Lewis,R,180,NZL,27.833,101,,L010,,,Glenn Layendecker,L,185,USA,23.666,176,,7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,28,M030,8,,Wally Masur,R,180,AUS,21.656,106,,E025,,,Kelly Evernden,R,175,NZL,23.296,255,,6-4 2-6 9-7,3,QF,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,29,M030,8,,Wally Masur,R,180,AUS,21.656,106,,F028,1,,John Fitzgerald,R,183,AUS,24.027,29,,5-7 7-5 7-5,3,SF,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,30,L024,7,,Chris Lewis,R,180,NZL,27.833,101,,S008,,,Danny Saltz,R,193,USA,23.441,155,,7-6 7-6,3,SF,,,,,,,,,,,,,,,,,,,
1985-301,Auckland,Hard,32,A,O,19850107,31,L024,7,,Chris Lewis,R,180,NZL,27.833,101,,M030,8,,Wally Masur,R,180,AUS,21.656,106,,7-5 6-0 2-6 6-4,5,F,,,,,,,,,,,,,,,,,,,
1985-D039,Davis Cup G1 R1: SIN vs HKG,Grass,4,D,,19850118,1,110882,,,Kelvin Ng,,,HKG,,,,110978,,,Albert Teo,,,SIN,,,,9-7 7-5 6-1,5,RR,,,,,,,,,,,,,,,,,,,
1985-D039,Davis Cup G1 R1: SIN vs HKG,Grass,4,D,,19850118,2,110979,,,Mahader Hassan,,,SIN,,,,B275,,,Mark Bailey,R,,HKG,,,,4-6 6-3 6-4 3-6 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1985-D039,Davis Cup G1 R1: SIN vs HKG,Grass,4,D,,19850118,3,110882,,,Kelvin Ng,,,HKG,,,,110979,,,Mahader Hassan,,,SIN,,,,6-1 6-2 9-7,5,RR,,,,,,,,,,,,,,,,,,,
1985-D039,Davis Cup G1 R1: SIN vs HKG,Grass,4,D,,19850118,4,B275,,,Mark Bailey,R,,HKG,,,,110978,,,Albert Teo,,,SIN,,,,6-4 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,
1985-D041,Davis Cup G1 R1: KOR vs INA,Carpet,4,D,,19850118,1,R100,,,Gap-Taik Ro,R,173,KOR,20.873,,,W137,,,Tintus Wibowo,R,,INA,,,,6-4 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,
1985-D041,Davis Cup G1 R1: KOR vs INA,Carpet,4,D,,19850118,2,J045,,,Young-Dae Jeon,R,183,KOR,24.29,,,S287,,,Suharyadi Suharyadi,R,,INA,,,,8-6 6-2 6-0,5,RR,,,,,,,,,,,,,,,,,,,
1985-D041,Davis Cup G1 R1: KOR vs INA,Carpet,4,D,,19850118,3,J045,,,Young-Dae Jeon,R,183,KOR,24.29,,,W137,,,Tintus Wibowo,R,,INA,,,,6-3 RET,5,RR,,,,,,,,,,,,,,,,,,,
1985-D041,Davis Cup G1 R1: KOR vs INA,Carpet,4,D,,19850118,4,R100,,,Gap-Taik Ro,R,173,KOR,20.873,,,S287,,,Suharyadi Suharyadi,R,,INA,,,,6-1 6-3,3,RR,,,,,,,,,,,,,,,,,,,
1985-D052,Davis Cup G2 R1: MAS vs PHI,Grass,4,D,,19850118,1,B168,,,Felix Barrientos,R,178,PHI,17.164,,,110984,,,Selvarajoo Selvarajoo,,,MAS,,,,6-1 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,
1985-D052,Davis Cup G2 R1: MAS vs PHI,Grass,4,D,,19850118,2,110990,,,Rodrigo Rafael,,,PHI,,,,M221,,,Adam Malik,R,193,MAS,17.695,,,4-6 6-4 6-4 6-0,5,RR,,,,,,,,,,,,,,,,,,,
1985-D052,Davis Cup G2 R1: MAS vs PHI,Grass,4,D,,19850118,3,B168,,,Felix Barrientos,R,178,PHI,17.164,,,M221,,,Adam Malik,R,193,MAS,17.695,,,9-7 7-5,3,RR,,,,,,,,,,,,,,,,,,,
1985-D052,Davis Cup G2 R1: MAS vs PHI,Grass,4,D,,19850118,4,T061,,,Manuel Tolentino,R,,PHI,,,,110972,,,Kian Wah Yeo,,,MAS,,,,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1985-D060,Davis Cup G2 R1: TPE vs SRI,Hard,4,D,,19850118,1,HC03,,,Huang-Jung Hsu,,,TPE,29.676,,,111114,,,Niranjan Casie Chitty,,,SRI,,,,6-1 6-1 6-0,5,RR,,,,,,,,,,,,,,,,,,,
1985-D060,Davis Cup G2 R1: TPE vs SRI,Hard,4,D,,19850118,2,W048,,,Chang-Rung Wu,R,,TPE,,,,F089,,,Arjun Fernando,R,,SRI,,,,6-3 9-7 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1985-D060,Davis Cup G2 R1: TPE vs SRI,Hard,4,D,,19850118,3,HC03,,,Huang-Jung Hsu,,,TPE,29.676,,,F089,,,Arjun Fernando,R,,SRI,,,,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1985-D060,Davis Cup G2 R1: TPE vs SRI,Hard,4,D,,19850118,4,W048,,,Chang-Rung Wu,R,,TPE,,,,111114,,,Niranjan Casie Chitty,,,SRI,,,,6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,1,B028,,,Boris Becker,R,191,GER,17.166,65,,K031,,,Zoltan Kuharszky,R,183,HUN,25.541,78,,6-7 6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,2,D004,,,Scott Davis,R,188,USA,22.404,48,,B076,,,Ricky Brown,R,178,USA,17.81,370,,6-7 6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,3,D005,,,Marty Davis,R,183,USA,26.185,63,,M081,,,Terry Moor,L,178,USA,32.747,34,,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,4,F020,,,Wojtek Fibak,R,183,POL,32.468,45,,G019,,,Shlomo Glickstein,R,188,ISR,27.042,84,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,5,G013,,,Sammy Giammalva Jr.,R,178,USA,21.832,46,,P018,,,Shahar Perkiss,R,193,ISR,22.272,77,,6-0 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,6,H030,,,Greg Holmes,R,178,USA,21.399,58,,B037,,,Tarik Benhabiles,R,175,FRA,19.959,71,,7-6 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,7,L005,,,Jay Lapidus,L,188,USA,25.728,64,,G049,,,Tom Gullikson,L,180,USA,33.372,74,,2-6 6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,8,M039,,,Sandy Mayer,R,178,USA,32.797,117,,D028,,,Mark Dickson,R,191,USA,25.123,35,,6-3 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,9,M041,,,Tim Mayotte,R,191,USA,24.468,44,,D019,,,Steve Denton,R,188,USA,28.378,150,,6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,10,M052,,,Miloslav Mecir Sr.,R,191,SVK,20.676,61,,T032,,,Thierry Tulasne,R,178,FRA,21.53,52,,7-5 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,11,M071,,,Matt Mitchell,R,180,USA,27.852,53,,G050,,,Heinz Gunthardt,R,180,SUI,25.952,32,,6-4 3-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,12,P057,,,Mel Purcell,R,178,USA,25.514,66,,O025,,,Marko Ostoja,R,175,CRO,24.255,124,,4-6 7-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,13,S045,,,Leif Shiras,R,183,USA,25.421,54,,G048,,,Tim Gullikson,R,180,USA,33.372,107,,6-2 4-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,14,S056,,,Pavel Slozil,R,173,CZE,29.065,41,,N013,,,Todd Nelson,R,185,USA,23.847,92,,7-6 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,15,S062,,,Joao Soares,R,185,BRA,33.744,147,,W019,,,Tim Wilkison,L,180,USA,25.164,39,,6-4 4-6 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,16,T007,,,Balazs Taroczy,R,183,HUN,30.705,43,,G043,,,Bob Green,R,193,USA,24.827,41,,6-7 7-6 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,17,M047,1,,John McEnroe,L,180,USA,25.93,1,,D005,,,Marty Davis,R,183,USA,26.185,63,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,18,C044,2,,Jimmy Connors,L,178,USA,32.386,2,,S045,,,Leif Shiras,R,183,USA,25.421,54,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,19,H030,,,Greg Holmes,R,178,USA,21.399,58,,W023,3,,Mats Wilander,R,183,SWE,20.416,4,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,20,T012,4,,Eliot Teltscher,R,178,USA,25.856,9,,L005,,,Jay Lapidus,L,188,USA,25.728,64,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,21,N022,5,,Yannick Noah,R,193,FRA,24.679,10,,M039,,,Sandy Mayer,R,178,USA,32.797,117,,6-4 5-7 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,22,M052,,,Miloslav Mecir Sr.,R,191,SVK,20.676,61,,N030,6,,Joakim Nystrom,R,188,SWE,21.919,11,,6-3 6-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,23,P057,,,Mel Purcell,R,178,USA,25.514,66,,A031,7,,Jimmy Arias,R,175,USA,20.433,14,,6-7 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,24,S058,9,,Tomas Smid,R,191,CZE,28.674,16,,M071,,,Matt Mitchell,R,180,USA,27.852,53,,6-2 3-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,25,E004,10,,Stefan Edberg,R,188,SWE,19.006,20,,B028,,,Boris Becker,R,191,GER,17.166,65,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,26,T014,11,,Ben Testerman,L,185,USA,22.968,22,,S056,,,Pavel Slozil,R,173,CZE,29.065,41,,2-6 6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,27,G016,12,,Brad Gilbert,R,185,USA,23.452,23,,G013,,,Sammy Giammalva Jr.,R,178,USA,21.832,46,,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,28,K024,13,,Ramesh Krishnan,R,170,IND,23.63,24,,T007,,,Balazs Taroczy,R,183,HUN,30.705,43,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,29,M041,,,Tim Mayotte,R,191,USA,24.468,44,,S005,15,,John Sadri,R,188,USA,28.339,30,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,30,S062,,,Joao Soares,R,185,BRA,33.744,147,,P012,16,,David Pate,R,183,USA,22.768,31,,6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,31,D004,,,Scott Davis,R,188,USA,22.404,48,,S021,,,Michiel Schapers,R,198,NED,25.281,79,,6-3 4-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,32,M092,,,Cassio Motta,R,180,BRA,24.914,108,,F020,,,Wojtek Fibak,R,183,POL,32.468,45,,6-3 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,33,M047,1,,John McEnroe,L,180,USA,25.93,1,,G016,12,,Brad Gilbert,R,185,USA,23.452,23,,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,34,C044,2,,Jimmy Connors,L,178,USA,32.386,2,,E004,10,,Stefan Edberg,R,188,SWE,19.006,20,,7-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,35,T012,4,,Eliot Teltscher,R,178,USA,25.856,9,,M041,,,Tim Mayotte,R,191,USA,24.468,44,,1-6 7-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,36,N022,5,,Yannick Noah,R,193,FRA,24.679,10,,M092,,,Cassio Motta,R,180,BRA,24.914,108,,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,37,D004,,,Scott Davis,R,188,USA,22.404,48,,S058,9,,Tomas Smid,R,191,CZE,28.674,16,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,38,P057,,,Mel Purcell,R,178,USA,25.514,66,,T014,11,,Ben Testerman,L,185,USA,22.968,22,,7-6 3-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,39,M052,,,Miloslav Mecir Sr.,R,191,SVK,20.676,61,,K024,13,,Ramesh Krishnan,R,170,IND,23.63,24,,7-5 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,40,S062,,,Joao Soares,R,185,BRA,33.744,147,,H030,,,Greg Holmes,R,178,USA,21.399,58,,6-3 5-7 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,41,M047,1,,John McEnroe,L,180,USA,25.93,1,,N022,5,,Yannick Noah,R,193,FRA,24.679,10,,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,42,C044,2,,Jimmy Connors,L,178,USA,32.386,2,,P057,,,Mel Purcell,R,178,USA,25.514,66,,6-4 7-6,3,QF,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,43,D004,,,Scott Davis,R,188,USA,22.404,48,,T012,4,,Eliot Teltscher,R,178,USA,25.856,9,,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,44,M052,,,Miloslav Mecir Sr.,R,191,SVK,20.676,61,,S062,,,Joao Soares,R,185,BRA,33.744,147,,7-5 7-5,3,QF,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,45,M047,1,,John McEnroe,L,180,USA,25.93,1,,D004,,,Scott Davis,R,188,USA,22.404,48,,6-2 6-4,3,SF,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,46,M052,,,Miloslav Mecir Sr.,R,191,SVK,20.676,61,,C044,2,,Jimmy Connors,L,178,USA,32.386,2,,5-7 6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,
1985-401,Philadelphia,Carpet,64,A,I,19850121,47,M047,1,,John McEnroe,L,180,USA,25.93,1,,M052,,,Miloslav Mecir Sr.,R,191,SVK,20.676,61,,6-3 7-6 6-1,5,F,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,1,B028,,,Boris Becker,R,191,GER,17.185,62,,F020,,,Wojtek Fibak,R,183,POL,32.487,71,,6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,2,D005,,,Marty Davis,R,183,USA,26.204,67,,G019,,,Shlomo Glickstein,R,188,ISR,27.061,92,,6-2 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,3,D028,,,Mark Dickson,R,191,USA,25.142,35,,T032,,,Thierry Tulasne,R,178,FRA,21.55,63,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,4,G048,,,Tim Gullikson,R,180,USA,33.391,124,,S021,,,Michiel Schapers,R,198,NED,25.3,88,,2-6 6-4 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,5,G053,,,Jan Gunnarsson,R,185,SWE,22.667,49,,V010,,,Vincent Van Patten,R,180,USA,27.283,115,,6-4 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,6,H030,,,Greg Holmes,R,178,USA,21.418,44,,M071,,,Matt Mitchell,R,180,USA,27.871,57,,6-2 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,7,K031,,,Zoltan Kuharszky,R,183,HUN,25.561,77,,T006,,,Roscoe Tanner,L,183,USA,33.29,257,,7-5 6-7 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,8,L005,,,Jay Lapidus,L,188,USA,25.747,61,,T025,,,Alberto Tous,R,175,ESP,22.489,102,,7-5 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,9,L036,,,John Lloyd,R,178,GBR,30.423,40,,G049,,,Tom Gullikson,L,180,USA,33.391,72,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,10,M039,,,Sandy Mayer,R,178,USA,32.816,102,,O006,,,Nduka Odizor,R,183,NGR,26.472,102,,6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,11,M052,,,Miloslav Mecir Sr.,R,191,SVK,20.695,29,,H025,,,Jakob Hlasek,R,188,SUI,20.211,90,,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,12,O025,,,Marko Ostoja,R,175,CRO,24.274,126,,B037,,,Tarik Benhabiles,R,175,FRA,19.978,76,,6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,13,P018,,,Shahar Perkiss,R,193,ISR,22.292,83,,S017,,,Bill Scanlon,R,185,USA,28.208,53,,6-3 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,14,S018,,,Bud Schultz,R,193,USA,25.44,164,,P015,,,Victor Pecci,R,193,PAR,29.29,32,,5-7 6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,15,S045,,,Leif Shiras,R,183,USA,25.44,56,,S056,,,Pavel Slozil,R,173,CZE,29.084,45,,4-6 7-6 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,16,W019,,,Tim Wilkison,L,180,USA,25.183,43,,F030,,,Peter Fleming,R,196,USA,30.021,50,,7-5 6-7 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1985-402,Memphis,Carpet,64,A,I,19850128,17,C044,1,,Jimmy Connors,L,178,USA,32.405,2,,G053,,,Jan Gunnarsson,R,185,SWE,22.667,49,,4-6 6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,
