tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2013-339,Brisbane,Hard,28,A,20121230,1,MH30,,Q,John Millman,R,183,AUS,23.548,199,239,I230,,,Tatsuma Ito,R,180,JPN,24.621,79,655,6-4 6-1,3,R32,86,7,6,69,44,33,11,9,3,4,2,5,53,26,19,8,8,3,7
2013-339,Brisbane,Hard,28,A,20121230,10,M762,7,,Jurgen Melzer,L,183,AUT,31.611,29,1177,KB09,,Q,Denis Kudla,R,180,USA,20.372,137,402,2-6 6-4 6-4,3,R32,107,5,1,78,55,40,12,14,3,6,3,3,91,48,37,20,14,4,7
2013-339,Brisbane,Hard,28,A,20121230,11,GB88,,,David Goffin,R,163,BEL,22.067,46,868,E690,,WC,Matthew Ebden,R,188,AUS,25.098,105,529,6-2 6-2,3,R32,55,2,2,43,28,22,11,8,2,2,1,4,40,18,9,11,8,0,4
2013-339,Brisbane,Hard,28,A,20121230,12,D875,,,Grigor Dimitrov,R,188,BUL,21.629,48,866,BA23,,,Brian Baker,R,190,USA,27.671,61,756,6-3 7-6(8),3,R32,82,10,1,64,40,33,15,11,0,1,6,2,70,49,28,16,10,3,5
2013-339,Brisbane,Hard,28,A,20121230,2,H432,,WC,Lleyton Hewitt,R,180,AUS,31.849,83,625,K403,,LL,Igor Kunitsyn,R,180,RUS,31.253,162,339,6-3 4-6 6-2,3,R32,124,8,2,69,34,29,21,13,1,2,7,5,99,53,37,19,14,6,10
2013-339,Brisbane,Hard,28,A,20121230,3,I165,,,Denis Istomin,R,188,UZB,26.316,43,897,K966,8,,Martin Klizan,L,190,SVK,23.474,30,1175,6-1 6-2,3,R32,70,6,2,53,33,28,8,8,2,2,3,3,57,31,19,9,7,9,13
2013-339,Brisbane,Hard,28,A,20121230,4,N289,,,Jarkko Nieminen,L,185,FIN,31.441,41,927,B747,,,Julien Benneteau,R,185,FRA,31.031,35,1075,6-3 2-6 6-1,3,R32,104,4,1,94,63,40,15,12,8,11,6,6,70,48,29,7,12,1,6
2013-339,Brisbane,Hard,28,A,20121230,5,R419,,,Tommy Robredo,R,180,ESP,30.669,114,495,H940,,Q,Ryan Harrison,R,183,USA,20.652,69,710,6-4 7-6(4),3,R32,96,6,0,64,50,43,8,11,1,1,4,1,68,39,26,20,11,0,1
2013-339,Brisbane,Hard,28,A,20121230,6,N552,5,,Kei Nishikori,R,178,JPN,23.006,19,1830,ME05,,,Marinko Matosevic,R,194,AUS,27.398,49,845,7-5 6-2,3,R32,102,2,0,72,45,29,17,10,4,5,3,1,70,37,25,13,10,3,7
2013-339,Brisbane,Hard,28,A,20121230,7,MB02,6,,Florian Mayer,R,190,GER,29.24,28,1215,G725,,,Santiago Giraldo,R,188,COL,25.095,57,778,6-4 6-4,3,R32,65,6,1,50,33,27,14,10,0,0,3,0,54,40,30,7,10,0,2
2013-339,Brisbane,Hard,28,A,20121230,8,B837,,,Marcos Baghdatis,R,183,CYP,27.54,36,1070,MK40,,WC,Benjamin Mitchell,R,,AUS,20.085,327,137,6-4 6-4,3,R32,77,5,1,60,35,30,14,10,4,4,5,1,57,35,28,10,10,0,2
2013-339,Brisbane,Hard,28,A,20121230,9,F444,,,Alejandro Falla,L,185,COL,29.131,54,809,L799,,Q,Jesse Levine,L,175,CAN,25.213,104,530,6-1 7-6(8),3,R32,78,11,1,59,46,40,8,10,0,0,5,2,74,45,29,16,9,8,10
