"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"BM64","Herbert Browne","Herbert Browne",19330320,,,,"","","","","USA"
"BM75","Robert Brien","Robert Brien",,,,,"","","","","AUS"
"BM76","Trevor Baker","Trevor Baker",,,,,"","","","","AUS"
"BM77","Vic Bercham","Vic Bercham",,,,,"","","","","AUS"
"BM78","M. Bonner","M. Bonner",,,,,"","","","","AUS"
"BM79","J. Bougher","J. Bougher",,,,,"","","","","AUS"
"BM80","Barry Butcher","Barry Butcher",,,,,"","","","","RSA"
"BM81","Miguel Braschi","Miguel Braschi",,,,,"","","","","PUR"
"BM82","Don Bitler","Don Bitler",,,,,"","","","","USA"
"BM83","Jim Bochte","Jim Bochte",,,,,"","","","","USA"
"BM84","Steve Beeland","Steve Beeland",,,,,"","","","","USA"
"BM85","David Borelli","David Borelli",19510204,,,,"","","","","USA"
"BM86","F. R. Burns","F. R. Burns",,,,,"","","","","GBR"
"BM87","A. G. Barker","A. G. Barker",,,,,"","","","","GBR"
"BM88","C. J. Bendall","C. J. Bendall",,,,,"","","","","GBR"
"BM89","Anthony Brennan","Anthony Brennan",,,,,"","","","","IRL"
"BM90","Giuseppe Belli","Giuseppe Belli",19510108,,,,"","","","","ITA"
"BM95","Benjamin Bonzi","Benjamin Bonzi",19960609,82,183,2015,"Nimes, France","Lionel Zimbler","R","2H","FRA"
"BN10","Leslie Buck","Leslie Buck",19461217,,,,"","","","","USA"
"BN51","Mohammed-Haibabi Bouchaib","Mohammed-Haibabi Bouchaib",19420305,,,,"","","","","MAR"
"BN52","Leif Beck","Leif Beck",,,,,"","","","","USA"
"BN62","C. Bothwell","C. Bothwell",,,,,"","","","","AUS"
"BN66","Adrian Bey","Adrian Bey",19380516,,,,"","","","","ZIM"
"BN69","Bill Bond","Bill Bond",,,,,"","","","","USA"
"BN72","Jeff Brown","Jeff Brown",,,,,"","","","","USA"
"BN74","Robert Barker","Robert Barker",19291213,,,,"","","","","USA"
"BN94","Tut Bartzen","Tut Bartzen",19271125,,,,"","","","","USA"
"BO10","Gijs Brouwer","Gijs Brouwer",19960314,73,191,2016,"Houston, TX, USA","Marcel Petitjean","L","2H","NED"
"BO51","Basil Bucknell","Basil Bucknell",19220630,,,,"","","","","GBR"
"BP19","Andreas Bjerrehus","Andreas Bjerrehus",19920604,,,,"","","","","DEN"
"BP29","Peter Bothwell","Peter Bothwell",19950928,70,175,,"Belfast","Dan Kiernan","R","1H","IRL"
"BP36","Tadas Babelis","Tadas Babelis",19970225,73,185,,"Vilnius","Kyle Spencer","R","1H","LTU"
"BP41","Antoine Bellier","Antoine Bellier",19961018,83,196,2014,"Geneva, Switzerland","Jean-Rene Lisnard","L","1H","SUI"
"BP48","Jad Ballout","Jad Ballout",19960922,,,,"","","","","LBN"
"BP74","Aleksandre Bakshi","Aleksandre Bakshi",19970715,73,180,2019,"Tbilisi, Georgia","Victor Bakshi","L","2H","GEO"
"BP79","Peter Bertran","Peter Bertran",19960305,75,183,,"Santiago","John Bertran/Carlos Oquet","R","2H","DOM"
"BQ50","Dmitrii Baskov","Dmitrii Baskov",19941219,84,185,2013,"Chisinau, Moldova","Victor Matvievici","R","2H","MDA"
"BS86","Tomas Barrios Vera","Tomas Barrios Vera",19971210,88,191,2019,"Chillan, Chile","Guillermo Gomez","R","2H","CHI"
"BT45","William Blumberg","William Blumberg",19980126,86,188,2021,"New York, NY, USA","Mary Bryan Pope","R","2H","USA"
"BT50","Juan Borba","Juan Borba",19960412,,,,"Lambare, Paraguay","","R","","PAR"
"BT51","Salvador Andres Bolanos","Salvador Andres Bolanos",19980610,,,,"San Salvador, El Salvador","","R","","ESA"
"BT68","Elliot Benchetrit","Elliot Benchetrit",19981002,88,193,2016,"Nice, France","Luca Teboul , Jean-Michel Pequery , Louis Marra","R","2H","MAR"
"BT72","Nuno Borges","Nuno Borges",19970219,78,185,2019,"Maia, Portugal","Rui Machado, Hugo Anao","R","2H","POR"
"BT77","Darko Bojanovic","Darko Bojanovic",19970208,72,180,,"Forchheim","","R","2H","BIH"
"BU10","Jacopo Berrettini","Jacopo Berrettini",19981127,88,191,2016,"Rome, Italy","Fabio gorietti, Riccardo Maiga","R","2H","ITA"
"BU13","Zizou Bergs","Zizou Bergs",19990603,88,185,2018,"Lommel, Belgium","Kristof Vliegen","R","2H","BEL"
"BU24","Skyler Butts","Skyler Butts",19930918,79,178,,"Ocala, Florida","","R","","HKG"
"BU54","Geoffrey Blancaneaux","Geoffrey Blancaneaux",19980808,75,180,2016,"Paris, France","Maximilien Blancaneaux","R","2H","FRA"
"BU63","Maxim Bulat","Maxim Bulat",19970318,,,,"Chisinau, Moldova","","R","2H","MDA"
"BU70","Remy Bertola","Remy Bertola",19980831,75,175,,"Lugano","Fabio Chiappini, Marco Brigo,Fabio Silvestri","R","1H","SUI"
"BV16","Ugo Blanchet","Ugo Blanchet",19990105,71,175,,"Saint-julien-en-genevois","Olivier Coyras","R","2H","FRA"
"BV21","Charles Broom","Charles Broom",19980424,82,178,,"St Albans","","R","2H","GBR"
"BV24","Raul Brancaccio","Raul Brancaccio",19970504,75,183,,"Torre del Greco, ITALY","Marco Brancaccio / Ciro Figaro","R","2H","ITA"
"BV25","Javier Barranco Cosano","Javier Barranco Cosano",19981117,73,180,,"Almeria, Spain","Juanjo Leal","L","2H","ESP"
"BV27","Ulises Blanch","Ulises Blanch",19980325,78,188,2016,"San Juan","Oscar Soria, Ferrero Tennis Academy","R","2H","USA"
"C001","Darren Cahill","Darren Cahill",19651002,83,185,,"Adelaide, S.A. Australia","","R","1H","AUS"
"C002","Tom Cain","Tom Cain",19581011,77,185,1980,"Richmond, VA, USA","","R","","USA"
"C003","Mario Calautti","Mario Calautti",,,,,"","","R","","ITA"
"C004","Victor Caldarelli","Victor Caldarelli",,,,,"","","R","","URU"
"C005","Dacio Campos","Dacio Campos",19631218,73,185,,"Piracicaba, Brazil","","R","","BRA"
"C006","Craig Campbell","Craig Campbell",19630718,77,191,,"Capetown, South Africa","Rudell Barba","R","","RSA"
"C007","Ivan Camus","Ivan Camus",,,,,"","","R","","CHI"
"C008","Ricardo Camargo","Ricardo Camargo",19680514,70,180,,"Sao Paulo, Brazil","","R","","BRA"
"C009","Omar Camporese","Omar Camporese",19680508,78,188,1987,"Bologna, Italy","","R","","ITA"
"C010","Ricardo Cano","Ricardo Cano",19510226,74,170,,"Buenos Aires, Argentina","","R","","ARG"
"C011","Jonathan Canter","Jonathan Canter",19650604,79,185,1983,"Los Angeles, CA","","R","","USA"
"C012","Paolo Cane","Paolo Cane",19650409,68,180,1983,"Bologna, Italy","","R","","ITA"
"C013","Francesco Cancellotti","Francesco Cancellotti",19630227,75,183,,"Perugia, Italy","","R","","ITA"
"C014","Bruno Capineri","Bruno Capineri",,,,,"","","R","","ITA"
"C016","Peter Carlsson","Peter Carlsson",19630413,77,183,,"Stockholm, Sweden","","L","","SWE"
"C017","Peter Carter","Peter Carter",19640809,69,180,,"Adelaide, Australia","Peter Smith","R","","AUS"
"C018","Johan Carlsson","Johan Carlsson",19660129,69,183,1984,"Linkoping, Sweden","","R","","SWE"
"C019","Kent Carlsson","Kent Carlsson",19680103,72,180,,"Eskilstuna, Sweden","","R","","SWE"
"C020","Ross Case","Ross Case",19511101,,,,"Toowoomba, Australia","","R","","AUS"
"C022","Dan Cassidy","Dan Cassidy",19610429,70,178,,"Hollywood, FL","","R","","USA"
"C023","Pat Cash","Pat Cash",19650527,84,183,1982,"Melbourne, VIC, Australia","Ian Barclay","R","","AUS"
"C024","Sergio Casal","Sergio Casal",19620908,77,185,1981,"Barcelona, Spain","","R","","ESP"
"C025","Carlos Castellan","Carlos Castellan",19620208,75,191,,"Rosario, Argentina","","R","","ARG"
"C028","Thierry Champion","Thierry Champion",19660831,70,183,,"Bagnol Sur Ceze, France","","R","","FRA"
"C029","Paul Chamberlin","Paul Chamberlin",19620326,73,178,,"Toledo, OH","","R","","USA"
"C030","Carlos Chabalgoity","Carlos Chabalgoity",,,,,"","","R","","BRA"
"C031","Andrei Chesnokov","Andrei Chesnokov",19660202,76,188,1985,"Moscow, Russia","Tatiana Naumko","R","","RUS"
"C033","Arafa Chekrouni","Arafa Chekrouni",,,,,"","","R","","MAR"
"C034","Morten Christensen","Morten Christensen",19650615,82,191,,"Copenhagen, Denmark","","R","","DEN"
"C035","Massimo Cierro","Massimo Cierro",19640507,70,173,1984,"Naples, Italy","","R","","ITA"
"C036","Josef Cihak","Josef Cihak",19630319,76,185,,"Plzen, Czechoslovakia","","R","","CZE"
"C038","Jose Clavet","Jose Clavet",19650911,73,180,,"Madrid, Spain","","R","","ESP"
"C039","Jose-Luis Clerc","Jose-Luis Clerc",19580816,80,185,,"Buenos Aires, Argentina","","R","","ARG"
"C040","Ugo Colombini","Ugo Colombini",19671007,78,183,,"Melzo, Italy","","R","","ITA"
"C041","Jesus Colas","Jesus Colas",19611111,67,170,,"Las Palmas,Gran Canaria, Spain","","R","","ESP"
"C043","Simone Colombo","Simone Colombo",19630828,75,180,1993,"Milan, Italy","","R","","ITA"
"C044","Jimmy Connors","Jimmy Connors",19520902,70,178,1972,"Belleville, IL, U.S.A.","","L","2H","USA"
"C045","Javier Contreras","Javier Contreras",19600327,62,173,,"Mexico City, Mexico","","R","","MEX"
"C046","Grant Connell","Grant Connell",19651117,82,185,1986,"Regina, Saskatchewan,Canada","","L","","CAN"
"C049","Loic Courteau","Loic Courteau",19640106,70,175,,"Bordeaux, France","","R","","FRA"
"C051","Bill Cowan","Bill Cowan",19590428,,,,"Toronto, Canada","","R","","CAN"
"C052","Charles Bud Cox","Charles Bud Cox",19600411,84,196,,"Atlanta, GA, U.S.A.","","R","","USA"
"C053","Doug Crawford","Doug Crawford",19491015,98,188,,"Boston, MA, USA","","R","","USA"
"C055","Bill Csipkay","Bill Csipkay",,,,,"Wyckoff, NJ, USA","","R","","USA"
"C057","Kevin Curren","Kevin Curren",19580302,77,185,1979,"Durban, South Africa","Warren Jacques","R","","USA"
"C059","Brett Custer","Brett Custer",19680401,70,183,,"Sydney, NSW, Australia","","R","","AUS"
"C070","Rodney Crowley","Rodney Crowley",19580922,,,,"","","R","","USA"
"C071","Oscar Rene Cruz","Oscar Rene Cruz",,,,,"","","R","","PUR"
"C072","David Carter","David Carter",19560421,75,183,,"Budaberg, Australia","","R","","AUS"
"C073","Christophe Casa","Christophe Casa",19570530,76,178,,"Nice, France","","R","","FRA"
"C075","Mike Cahill","Mike Cahill",19520617,75,183,1974,"Waukesha, WI, USA","","R","","USA"
"C079","Peter Campbell","Peter Campbell",19501110,,,,"Melbourne, VIC, Australia","","R","","AUS"
"C080","Bob Carmichael","Bob Carmichael",19400704,82,183,,"Melbourne, VIC, Australia","","R","","AUS"
"C081","Scott Carnahan","Scott Carnahan",19531024,,,,"","","R","","USA"
"C082","Jean-Francois Caujolle","Jean-Francois Caujolle",19530331,,,,"Marseille, France","","L","","FRA"
"C083","Jean-Baptiste Chanfreau","Jean-Baptiste Chanfreau",19470117,,,,"Chanzy, Algeria","","R","","FRA"
"C084","Rory Chappell","Rory Chappell",19590113,,,,"","","R","","RSA"
"C085","Dale Collings","Dale Collings",19551216,,,,"Southport, Australia","","R","","AUS"
"C087","Karl Coombes","Karl Coombes",19471217,73,180,,"Sydney, Australia","","R","","AUS"
"C088","Patricio Cornejo","Patricio Cornejo",19440606,75,180,,"Llolleo, Chile","","R","","CHI"
"C089","Alejandro Cortes","Alejandro Cortes",19550714,,,,"","","R","","COL"
"C090","Mark Cox","Mark Cox",19430705,,,,"Leicester, England","","L","","GBR"
"C091","Pat Cramer","Pat Cramer",19470321,,,,"Transvaal, South Africa","","R","","RSA"
"C092","Randy Crawford","Randy Crawford",19551222,79,188,,"Dallas, TX, U.S.A.","","R","","USA"
"C093","Dick Crealy","Dick Crealy",19440918,,,,"","","R","","AUS"
"C094","Victor Caballero","Victor Caballero",,,,,"","","R","","PAR"
"C09G","Ignacio Carou","Ignacio Carou",19990712,70,178,,"Buenos Aires, Argentina","Matías Caceres","R","2H","URU"
"C0A4","Kevin Cheruiyot","Kevin Cheruiyot",19980128,,,,"Taita, Kenya","","R","","KEN"
"C0AJ","Jie Cui","Jie Cui",19980124,72,183,,"Beijing, China","Shaowu Duan","R","2H","CHN"
"C0AK","Oliver Crawford","Oliver Crawford",19990430,82,180,2020,"Spartanburg, SC, USA","Nick Bybel","R","2H","GBR"
"C0AU","Francisco Cerundolo","Francisco Cerundolo",19980813,80,185,2018,"Buenos Aires, Argentina","Nicolas Pastor, Pablo Cuevas","R","2H","ARG"
"C0B2","Cezar Cretu","Cezar Cretu",20010424,85,188,2019,"Iasi","Victor Hanescu and Dave De Haan","R","2H","ROU"
"C0BC","Maxime Cressy","Maxime Cressy",19970508,86,201,2019,"Paris, France","Andrew Mawire, Romain Sichez, Juanjo Climent","R","2H","USA"
"C0BH","Clement Chidekh","Clement Chidekh",20010613,78,180,2022,"Arles, France","Matt Anger, Lionel Zimbler, Vivien Cabos","R","2H","FRA"
"C0C8","Juan Manuel Cerundolo","Juan Manuel Cerundolo",20011115,75,183,2018,"Buenos Aires, Argentina","Kevin Konfederak","L","2H","ARG"
"C0CN","Lleyton Cronje","Lleyton Cronje",20000922,,,,"","","R","2H","RSA"
"C0CO","Mark Chigaazira","Mark Chigaazira",19980429,,,,"","","R","2H","ZIM"
"C0D4","Caleb Chakravarthi","Caleb Chakravarthi",19990102,,188,,"","Grant Chen","R","2H","USA"
"C0DF","Francisco Comesana","Francisco Comesana",20001006,72,178,,"Mar del Plata","Sebastián Gutiérrez","R","2H","ARG"
"C0DS","Thanapet Chanta","Thanapet Chanta",19990909,73,168,,"Bangkok","","R","2H","THA"
"C0E6","Yuttana Charoenphon","Yuttana Charoenphon",20000814,68,178,,"Angthong","Paradorn Srichaphan","R","2H","THA"
"C0E9","Flavio Cobolli","Flavio Cobolli",20020506,74,183,2020,"Florence, Italy","Stefano Cobolli","R","2H","ITA"
"C0EN","Adrian Clarke","Adrian Clarke",19560712,,,,"","","","","BAR"
"C0EO","Yong-Ho Chung","Yong-Ho Chung",19431214,,,,"","","","","KOR"
"C0GF","Mark Conti","Mark Conti",,,,,"","","","","USA"
"C0GK","Thiago Cigarran","Thiago Cigarran",20000326,73,183,,"Buenos Aires","Leonardo Olguin","R","1H","ARG"
"C0GY","L. Cousins","L. Cousins",,,,,"","","","","IRL"
"C0GZ","Tom Campbell","Tom Campbell",,,,,"","","","","USA"
"C0H0","Arthur Cazaux","Arthur Cazaux",20020823,73,183,2020,"Montpellier, France","Sam Sumyk","R","2H","FRA"
"C0HQ","Larry Cousins","Larry Cousins",,,,,"","","","","RSA"
"C0HR","Alberto Comas","Alberto Comas",,,,,"","","","","ESP"
"C0HS","J.L. Cue","J.L. Cue",,,,,"","","","","ESP"
"C0HT","Murphy Cassone","Murphy Cassone",20020816,79,188,,"Overland Park","Nick Monroe","R","2H","USA"
"C0I8","Rodrigo Crespo Piedra","Rodrigo Crespo Piedra",20010531,80,180,,"San Jose","","R","2H","CRC"
"C0I9","Charles Caudle","Charles Caudle",,,,,"","","","",""
"C0IA","Glen Chanceler","Glen Chanceler",,,,,"","","","","USA"
"C0IB","Unknown Clermont","Unknown Clermont",,,,,"","","","","FRA"
"C0IC","Francis Conquy","Francis Conquy",,,,,"","","","","FRA"
"C0ID","Armando Castro","Armando Castro",,,,,"","","","","COL"
"C0IE","Brad Cornell","Brad Cornell",,,,,"","","","","USA"
"C0IG","George Czuczka","George Czuczka",,,,,"","","","","CAN"
"C0IH","Grant Copley","Grant Copley",,,,,"","","","","CAN"
"C0II","Gerardo Clarac","Gerardo Clarac",,,,,"","","","","VEN"
"C0IJ","Harry Coe","Harry Coe",,,,,"","","","","USA"
"C0IK","Bill Cantrell","Bill Cantrell",,,,,"","","","","USA"
"C0IM","Frank Cornell Jr.","Frank Cornell Jr.",,,,,"","","","","USA"
"C0IN","Lou Cabnet","Lou Cabnet",,,,,"","","","","USA"
"C0IO","Roger Cooper","Roger Cooper",,,,,"","","","","USA"
"C0IP","Barry Conway","Barry Conway",,,,,"","","","","USA"
"C0IQ","Alex Coxe","Alex Coxe",,,,,"","","","","USA"
"C0IR","James Couture","James Couture",,,,,"","","","","USA"
"C0IS","Richard Cooper","Richard Cooper",,,,,"","","","","USA"
"C0IT","James Cameron","James Cameron",,,,,"","","","","USA"
"C0IU","Jaime Collaco","Jaime Collaco",,,,,"","","","","USA"
"C0IV","Bill Carroll","Bill Carroll",,,,,"","","","","GBR"
"C0IW","Oscar Chiarella","Oscar Chiarella",,,,,"","","","","BOL"
"C0IX","G. Cantoni","G. Cantoni",,,,,"","","","","AUS"
"C0IY","Ian Douglas Cunningham","Ian Douglas Cunningham",19370923,,,,"Zeerust, South Africa","","","","RSA"
"C0IZ","Giambattista Cicivelli","Giambattista Cicivelli",,,,,"","","","","ITA"
"C0J0","Federico Castelnuovo","Federico Castelnuovo",,,,,"","","","","ITA"
"C0J1","Unknown Corsi","Unknown Corsi",,,,,"","","","","ITA"
"C0J2","Sergio Capece","Sergio Capece",,,,,"","","","","ITA"
"C0J3","Riccardo Capece","Riccardo Capece",,,,,"","","","","ITA"
"C0J4","Luigi Compagna","Luigi Compagna",,,,,"","","","","ITA"
"C0J5","G. Calmin","G. Calmin",,,,,"","","","","AUS"
"C0J6","Paul Carey","Paul Carey",,,,,"","","","","AUS"
"C0J9","Jacobus Coetzer","Jacobus Coetzer",19430327,,,,"Lindley, South Africa","","","","RSA"
"C0JA","Ewie Cronje","Ewie Cronje",,,,,"","","","","RSA"
"C0JB","D. Conradie","D. Conradie",,,,,"","","","","RSA"
"C0JC","M. Cairns","M. Cairns",,,,,"","","","","RSA"
"C0JD","Peter Carter","Peter Carter",,,,,"","","","","RSA"
"C0JE","Peter Clarke","Peter Clarke",,,,,"","","","","GBR"
"C0JF","A.R.T. Colher","A.R.T. Colher",,,,,"","","","","GBR"
"C0JG","Lex Constandse","Lex Constandse",,,,,"","","","","NED"
"C0JH","J. Collins","J. Collins",,,,,"","","","","AUS"
"C0JI","A. Chappell","A. Chappell",,,,,"","","","","RSA"
"C0JJ","Harry Chambers","Harry Chambers",,,,,"","","","","GBR"
"C0JK","S. Carr","S. Carr",,,,,"","","","","GBR"
"C0JL","Raul Contreras","Raul Contreras",19430916,,,,"Mexico City, Mexico","","","","MEX"
"C0JM","D. Carswell","D. Carswell",,,,,"","","","","AUS"
"C0JN","P. Colquhoun","P. Colquhoun",,,,,"","","","","AUS"
"C0JO","Rick Chase","Rick Chase",,,,,"","","","","USA"
"C0JP","Raphael Collignon","Raphael Collignon",20020113,86,191,,"Rochester,Olmsted","Steve Darcis","R","2H","BEL"
"C0KL","Marcos Lee Chan Baratau","Marcos Lee Chan Baratau",20051115,56,178,,"Miami","Javier Nalbandian","R","2H","ECU"
"C0L4","Stylianos Christodoulou","Stylianos Christodoulou",20041104,,,,"","","","","CYP"
"C0LQ","Danny Cox","Danny Cox",,,,,"","","","","USA"
"C0MH","Gerard Campana Lee","Gerard Campana Lee",20041001,83,183,,"Barcelona","","R","2H","KOR"
"C0NB","Federico Cina","Federico Cina",20070330,73,185,,"Palermo","Francesco Cin�","R","2H","ITA"
"C0NU","Cesar Cruz","Cesar Cruz",20060911,,,,"","","","","ESA"
"C0O0","Federico Cervantes","Federico Cervantes",,,,,"","","","","MEX"
"C0O1","M. Court","M. Court",,,,,"","","","","GBR"
"C0O2","R.H. Chambers","R.H. Chambers",,,,,"","","","","GBR"
"C0O7","M. Clapp","M. Clapp",,,,,"","","","","GBR"
"C0O8","Luis Cisneros","Luis Cisneros",,,,,"","","","","MEX"
"C0O9","Hector Cabello","Hector Cabello",,,,,"","","","","MEX"
"C0OA","Fernando Ceron","Fernando Ceron",,,,,"","","","","MEX"
"C0OB","Shelby Creagh","Shelby Creagh",,,,,"","","","","USA"
"C0OC","Luis Camino","Luis Camino",,,,,"","","","",""
"C0OD","Peter Coburg","Peter Coburg",,,,,"","","","","USA"
"C0OE","Chuck Chichese","Chuck Chichese",,,,,"","","","","USA"
"C0OP","Weng-Wah Chow","Weng-Wah Chow",,,,,"","","","","MAS"
"C0OQ","Finn Christensen","Finn Christensen",19560413,,,,"","","","","DEN"
"C0OS","Fernand Claude","Fernand Claude",19520509,,,,"","","","","LUX"
"C0OX","Boo-Kil Choi","Boo-Kil Choi",19431208,,,,"","","","","KOR"
"C0Q0","Kwok Shun Dasson Chan","Kwok Shun Dasson Chan",20050716,,,,"","","","","HKG"
"C0R5","Jack Cheng","Jack Cheng",20081228,,,,"","","","","HKG"
"C0RS","Ilie Cazac","Ilie Cazac",20060729,,,,"","","","","MDA"
"C100","Robert Casey","Robert Casey",19620916,79,188,,"Lake Worth, FL","","R","","AUS"
"C104","Junie Chatman","Junie Chatman",19560329,,,,"Richmond, VA, USA","","R","","USA"
"C107","Mike Collins","Mike Collins",19510501,,,,"","","R","","GBR"
"C108","Armando Cornejo","Armando Cornejo",,,,,"","","R","","CHI"
"C109","Pedro Cordeiro","Pedro Cordeiro",,,,,"","","R","","POR"
"C111","Robert Crames","Robert Crames",19600621,,,,"Searingtown, NY, USA","","R","","USA"
"C112","Ferenc Csepai","Ferenc Csepai",,,,,"","","R","","HUN"
"C113","Joao Cunha-Silva","Joao Cunha-Silva",19671127,68,173,1987,"Lisbon, Portugal","","R","","POR"
"C118","Jose Cordeiro","Jose Cordeiro",,,,,"","","R","","POR"
"C120","Maurice Claitte","Maurice Claitte",,,,,"","","R","","FRA"
"C123","Vittorio Crotta","Vittorio Crotta",,,,,"","","R","","ITA"
"C124","Scott Clark","Scott Clark",,,,,"","","R","","NZL"
"C130","Bill Colson","Bill Colson",19500522,,,,"Coral Gables, FL, U.S.A.","","R","","USA"
"C131","Noel Callaghan","Noel Callaghan",,,,,"","","R","","AUS"
"C132","Antonio Capella","Antonio Capella",,,,,"","","R","","ESP"
"C133","Roberto Carruthers","Roberto Carruthers",,,,,"","","R","","ARG"
"C135","Alan Chandronnait","Alan Chandronnait",19570731,,,,"Hudson, NH, USA","","R","","USA"
"C139","Steve Cornell","Steve Cornell",19490526,73,178,,"Oakland, CA, U.S.A.","","R","","USA"
"C142","Mac Clafin","Mac Clafin",19501027,,,,"Coral Gables, FL, U.S.A.","","R","","USA"
"C145","Enrique Caviglia","Enrique Caviglia",,,,,"","","R","","ARG"
"C146","Roberto Chavez","Roberto Chavez",,,,,"","","R","","MEX"
"C147","Hugo Chapacu","Hugo Chapacu",19620505,68,178,,"Posadas Misiones, Argentina","","R","","PAR"
"C152","Luciano Cuneo","Luciano Cuneo",,,,,"","","R","","ITA"
"C156","Tico Carrero","Tico Carrero",19480904,,,,"Santurce, Puerto Rico","","R","","PUR"
"C161","Luigi Chiaiese","Luigi Chiaiese",,,,,"","","R","","ITA"
"C163","Tim Clements","Tim Clements",,,,,"","","R","","AUS"
"C164","Jeremy Cohen","Jeremy Cohen",,,,,"Tucson, AZ, USA","","R","","USA"
"C165","Brian Cheney","Brian Cheney",,,,,"","","R","","USA"
"C167","Marco Consolini","Marco Consolini",,,,,"","","R","","ITA"
"C169","John Clifton","John Clifton",19460219,,,,"Leeds, Yorkshire, England","","R","","GBR"
"C170","Daniel Contet","Daniel Contet",19431103,,,,"Le Raincy, France","","R","","FRA"
"C171","John Cooper","John Cooper",19461104,,,,"","","R","","AUS"
"C172","Peter Curtis","Peter Curtis",19450829,,,,"Woking, England","","R","","GBR"
"C173","Eugenio Castigliano","Eugenio Castigliano",,,,,"","","R","","ITA"
"C175","Jean-Pierre Courcol","Jean-Pierre Courcol",19440318,,,,"","","R","","FRA"
"C176","Keith A Carpenter","Keith A Carpenter",19410803,82,188,,"","","R","","CAN"
"C178","Robert Clarke","Robert Clarke",,,,,"","","R","","NZL"
"C179","Carlos Costa","Carlos Costa",19680422,73,183,1988,"Barcelona, Spain","Javier Duarte","R","","ESP"
"C180","Toby Crabel","Toby Crabel",,,,,"","","R","","USA"
"C182","Don Candy","Don Candy",19290331,,,,"Adelaide","","R","","AUS"
"C184","Ian Crookenden","Ian Crookenden",,,,,"","","R","","NZL"
"C185","Paul Cranis","Paul Cranis",,,,,"","","R","","USA"
"C189","Jose Castanon","Jose Castanon",,,,,"","","R","","ESP"
"C193","Jean Luc Cotard","Jean Luc Cotard",19620507,67,178,,"Conflans, France","","R","","FRA"
"C194","Wayne Cowley","Wayne Cowley",,,,,"","","R","","AUS"
"C202","Kristien Cee","Kristien Cee",,,,,"","","R","","USA"
"C203","Chris Chapin","Chris Chapin",19500423,,,,"San Gabriel, CA, U.S.A.","","R","","USA"
"C210","Inaki Calvo","Inaki Calvo",,,,,"","","R","","VEN"
"C214","Larry Collins","Larry Collins",,,,,"","","R","","USA"
"C216","Tomas Carbonell","Tomas Carbonell",19680807,72,178,1987,"Barcelona, Spain","Gabriel Urpi","R","","ESP"
"C222","Arthur Carrington","Arthur Carrington",,,,,"","","R","","USA"
"C225","Eddie Cruz","Eddie Cruz",,,,,"","","R","","PHI"
"C226","Tom Christensen","Tom Christensen",19490913,,,,"","","R","","DEN"
"C227","Bertalan Csoknyai","Bertalan Csoknyai",,,,,"","","R","","HUN"
"C228","William Coghlan","William Coghlan",,,,,"","","R","","AUS"
"C229","Ashley Cooper","Ashley Cooper",19360915,,,,"Melbourne, VIC, Australia","Harry Hopman","R","","AUS"
"C230","Juan Couder","Juan Couder",,,,,"","","R","","ESP"
"C231","Richard Coulthard","Richard Coulthard",,,,,"","","R","","AUS"
"C232","Brian Connor","Brian Connor",,,,,"","","R","","AUS"
"C233","R. Campbell","R. Campbell",,,,,"","","R","","AUS"
"C237","Eric Carlier","Eric Carlier",,,,,"","","R","","FRA"
"C240","Ivano Cappelloni","Ivano Cappelloni",,,,,"","","R","","ITA"
"C243","Jim Courier","Jim Courier",19700817,83,185,1988,"Sanford, Florida, USA","Brad Stine","R","","USA"
"C246","Andrew Castle","Andrew Castle",19631115,78,191,,"Epsom, Surrey, England","","R","","GBR"
"C248","Ned Caswell","Ned Caswell",19631228,82,191,,"Atlanta, GA","","R","","USA"
"C249","Carlos Claverie","Carlos Claverie",,,,,"","","R","","VEN"
"C250","Sergio Cortes","Sergio Cortes",19680111,59,170,1987,"Antofagasta, Chile","","R","","CHI"
"C251","Sean Cole","Sean Cole",19660602,,,,"Surrey, Great Britain","","R","","GBR"
"C252","Francisco Clavet","Francisco Clavet",19681024,71,183,1988,"Aranjuez, Spain","","L","","ESP"
"C259","George Cosac","George Cosac",19680126,84,191,,"Constanta, Romania","","R","","ROU"
"C260","Andrei Cherkasov","Andrei Cherkasov",19700704,75,180,1988,"Ufa, Russia","Paul Feldmanis","R","","RUS"
"C261","Jaime Cortes","Jaime Cortes",19650726,,,,"","","R","","COL"
"C263","Enrico Cocchi","Enrico Cocchi",19661215,83,191,,"Civitavecchia, Italy","","R","","ITA"
"C264","Paul Chaput","Paul Chaput",,,,,"","","R","","FRA"
"C266","Eoin Collins","Eoin Collins",19680728,88,193,,"Dublin, Ireland","","L","","IRL"
"C268","Shelby Cannon","Shelby Cannon",19660819,73,180,1989,"Hattiesburg, MS","","L","","USA"
"C270","Cristiano Caratti","Cristiano Caratti",19700524,77,178,1989,"Acqui Terme, Italy","","R","","ITA"
"C271","Mario Carnevale","Mario Carnevale",19670816,,,,"","","R","","ITA"
"C274","Michael Chang","Michael Chang",19720222,73,175,1988,"Hoboken, New Jersey, USA","Carl Chang","R","2H","USA"
"C276","Jose Antonio (Pepe) Conde","Jose Antonio (Pepe) Conde",19700311,78,170,,"Barcelona, Spain","","R","1H","ESP"
"C278","Jason Cask","Jason Cask",19710207,74,178,,"Sydney, NSW, Australia","","R","","AUS"
