"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"S064","Javier Soler","Javier Soler",19550325,,,,"","","L","","ESP"
"S065","Harold Solomon","Harold Solomon",19520917,59,168,,"Washington, D.C.","","R","","USA"
"S067","Sean Sorensen","Sean Sorensen",19551112,,,,"","","R","","IRL"
"S068","Jon Sorbo","Jon Sorbo",19621019,84,191,,"Providence, RI, USA","Guy Fritz","R","1H","USA"
"S070","Peter Spang","Peter Spang",19571120,,,,"Gunzburg, Germany","","R","","GER"
"S072","Milan Srejber","Milan Srejber",19631230,98,203,,"Prague, Czechoslovakia","","R","","CZE"
"S074","Cary Stansbury","Cary Stansbury",19581017,82,196,,"Palo Alto, CA","Richard Stansbury","R","","USA"
"S075","Julian Stamatov","Julian Stamatov",,,,,"","","R","","BUL"
"S076","Thomas Stalhandske","Thomas Stalhandske",19611002,72,191,,"Buenos Aires, Argentina","","R","","ARG"
"S077","Roland Stadler","Roland Stadler",19590614,70,178,,"Zurich, Switzerland","","A","","SUI"
"S079","Branislav Stankovic","Branislav Stankovic",19650530,75,175,,"Piestany, Czechoslovakia","","R","","SVK"
"S080","Carl-Uwe Steeb","Carl-Uwe Steeb",19670901,75,180,1986,"Aalen, Germany","Stefan Schasselhuber","L","","GER"
"S081","Larry Stefanki","Larry Stefanki",19570723,68,178,,"Elmhurst, IL","","R","","USA"
"S082","Sherwood Stewart","Sherwood Stewart",19460606,84,188,,"Goose Creek, TX","","R","","USA"
"S084","Christo Steyn","Christo Steyn",19610501,79,185,,"Springs, South Africa","","R","","RSA"
"S085","Guillermo Stevens","Guillermo Stevens",19600422,75,180,,"Veracruz, Mexico","","R","","MEX"
"S086","Alex Stepanek","Alex Stepanek",19630711,73,180,,"Munich, Germany","","R","","GER"
"S087","Helmar Stiegler","Helmar Stiegler",19600318,98,180,,"Vienna","","L","","AUT"
"S089","Doug Stone","Doug Stone",19611010,,,,"Danville, GA, USA","","R","","USA"
"S090","Dick Stockton","Dick Stockton",19510218,82,188,,"New York, NY, U.S.A.","","R","","USA"
"S091","John Stoddart","John Stoddart",,,,,"","","R","","AUS"
"S092","Charles Buzz Strode","Charles Buzz Strode",19570905,82,183,,"El Cajon, CA","","R","","USA"
"S093","Morris Skip Strode","Morris Skip Strode",19600605,82,193,,"El Cajon, CA","","R","","USA"
"S095","Masaru Suishu","Masaru Suishu",,,,,"","","R","","JPN"
"S096","Yakubu Suleiman","Yakubu Suleiman",,,,,"","","R","","NGR"
"S097","Henrik Sundstrom","Henrik Sundstrom",19640229,73,188,,"Lund, Sweden","Roland Jonsson","R","","SWE"
"S099","Stefan Svensson","Stefan Svensson",19620217,81,185,,"Gothenberg, Sweden","","R","","SWE"
"S09P","Sanhui Shin","Sanhui Shin",19970318,83,178,,"Seoul, Korea","","R","2H","KOR"
"S09V","David Szintai","David Szintai",19970609,,,,"","","R","2H","HUN"
"S0AG","Jannik Sinner","Jannik Sinner",20010816,77,191,2018,"San Candido, Italy","Simone Vagnozzi, Darren Cahill","R","2H","ITA"
"S0AK","Henri Squire","Henri Squire",20000927,82,196,,"Düsseldorf","Jeremy Jahn","R","2H","GER"
"S0AQ","Yuta Shimizu","Yuta Shimizu",19990609,62,163,,"Konan, Japan","","L","2H","JPN"
"S0B0","Johannes Seeman","Johannes Seeman",20000705,80,191,,"Pärnu","","R","2H","EST"
"S0B6","Sten Sumberg","Sten Sumberg",19720315,,,,"","","","","EST"
"S0BT","Adria Soriano Barrera","Adria Soriano Barrera",19990602,82,191,,"Barcelona","PAM SHOT TENNIS ACADEMY","R","2H","COL"
"S0CN","Vazha Shubladze","Vazha Shubladze",19990905,,,,"","","","","GEO"
"S0DE","Dhakshineswar Suresh","Dhakshineswar Suresh",20000329,78,196,,"Madurai","","R","2H","IND"
"S0F7","Alexandros Skorilas","Alexandros Skorilas",20000316,81,185,2018,"Ioannina, Greece","Vasileios Skorilas","R","2H","GRE"
"S0GD","Dalibor Svrcina","Dalibor Svrcina",20021002,68,178,,"Ostrava","Marek Jaloviec","R","2H","CZE"
"S0GR","Timofey Skatov","Timofey Skatov",20010121,73,173,2019,"Petropavlovsk, Kazakhstan","Johan Ortegren","R","2H","KAZ"
"S0GV","Robert Strombachs","Robert Strombachs",19990915,78,191,,"Berlin","Armand Strombach","R","","LAT"
"S0GZ","Nikolas Sanchez Izquierdo","Nikolas Sanchez Izquierdo",19990315,77,185,,"Barcelona","","R","2H","ESP"
"S0H2","Alexander Shevchenko","Alexander Shevchenko",20001129,80,188,2018,"Rostov-on-Don, Russia","Alen Avidzba, Angelo Novkovic","R","2H","KAZ"
"S0HP","Muhammad Shoaib","Muhammad Shoaib",20020215,,,,"","","","","PAK"
"S0HR","Kasidit Samrej","Kasidit Samrej",20010120,91,191,,"Bangkok","Werapath Sirijariyaporn, Vittaya Samrej","R","2H","THA"
"S0HZ","Ainius Sabaliauskas","Ainius Sabaliauskas",20030726,75,191,,"Panevezys","","L","2H","LTU"
"S0IA","Dane Sweeny","Dane Sweeny",20010212,63,170,,"Penrith","Clay Sweeny","R","2H","AUS"
"S0IO","Gustavo Stapf","Gustavo Stapf",19511008,,,,"","","","","URU"
"S0IP","Yehoshua Shalem","Yehoshua Shalem",19440801,,,,"","","","","ISR"
"S0IZ","Brian Shi","Brian Shi",20000224,,,,"","","R","2H","USA"
"S0JA","Eliot Spizzirri","Eliot Spizzirri",20011223,79,185,,"Greenwich. Connecticut","Patrick Hirscht, Thomas Blake","R","2H","USA"
"S0K7","Zachary Svajda","Zachary Svajda",20021129,70,175,2019,"La Jolla, CA, USA","David Nainkin, Christopher Williams","R","2H","USA"
"S0KT","Stefanos Sakellaridis","Stefanos Sakellaridis",20040913,93,198,,"Athens","Apostolos Tsitsipas","R","2H","GRE"
"S0LA","Dominic Stricker","Dominic Stricker",20020816,80,183,2020,"Grosshochstetten, Switzerland","","L","2H","SUI"
"S0LN","John Schaefer","John Schaefer",,,,,"","","","",""
"S0LZ","Eddie Smatt","Eddie Smatt",,,,,"","","","","JAM"
"S0M2","Ethan Denzel Sibanda","Ethan Denzel Sibanda",20040611,,,,"","","","","ZIM"
"S0N0","Tristan Schoolkate","Tristan Schoolkate",20010226,83,183,,"Perth","Andrew Roberts, Gavin Van Peperzeel","R","2H","AUS"
"S0NC","Piet Snyman","Piet Snyman",,,,,"","","","","RSA"
"S0ND","Alfred Schwartz","Alfred Schwartz",,,,,"","","","","RSA"
"S0NE","Jeremy Smith","Jeremy Smith",,,,,"","","","","RSA"
"S0NF","Chuck Saacke","Chuck Saacke",,,,,"","","","","USA"
"S0NG","Antonio Solana","Antonio Solana",,,,,"","","","","ESP"
"S0NH","Dieter Stoffer","Dieter Stoffer",,,,,"","","","","GER"
"S0NJ","Barry Smith","Barry Smith",,,,,"","","","","NZL"
"S0NV","Abdullah Shelbayh","Abdullah Shelbayh",20031116,73,180,,"Amman","Fernando Verdasco, Diego Dinomo","L","2H","JOR"
"S0O8","Jaime Salas","Jaime Salas",,,,,"","","","","COL"
"S0O9","Oscar Salas","Oscar Salas",,,,,"","","","","CUR"
"S0OA","Homer Shoop","Homer Shoop",,,,,"","","","","USA"
"S0OB","Thomas Sarach","Thomas Sarach",,,,,"","","","","GER"
"S0OC","S. Silberling","S. Silberling",,,,,"","","","","USA"
"S0OD","John Shaeffer","John Shaeffer",,,,,"","","","","USA"
"S0OE","Eugene Speni","Eugene Speni",,,,,"","","","","USA"
"S0OF","Ned Saxman","Ned Saxman",,,,,"","","","","USA"
"S0OG","Jack Staton","Jack Staton",,,,,"","","","","USA"
"S0OH","Phil Scanlon","Phil Scanlon",,,,,"","","","",""
"S0OI","Johannes Siegwart","Johannes Siegwart",,,,,"","","","","AUT"
"S0OJ","Borat Skulj","Borat Skulj",,,,,"","","","","SRB"
"S0OK","Kinantan Sangitan","Kinantan Sangitan",,,,,"","","","","INA"
"S0OL","Gerhard Suhr","Gerhard Suhr",,,,,"","","","","GER"
"S0OM","Theodore Sperry","Theodore Sperry",,,,,"","","","","USA"
"S0OO","Tom Simpkins","Tom Simpkins",,,,,"","","","","CAN"
"S0OP","James Skelton","James Skelton",,,,,"","","","","CAN"
"S0OQ","Greg Shave","Greg Shave",,,,,"","","","","CAN"
"S0OR","Ivon Savy","Ivon Savy",19480708,,,,"","","","","VEN"
"S0OS","John Sharpe","John Sharpe",19451001,,,,"Toronto, Canada","","","","CAN"
"S0OT","Andy Scheiman","Andy Scheiman",,,,,"","","","","CAN"
"S0OU","Dave Shaw","Dave Shaw",,,,,"","","","","USA"
"S0OV","Javier Sanjines","Javier Sanjines",,,,,"","","","","USA"
"S0OW","Yoshihiko Shimazaki","Yoshihiko Shimazaki",,,,,"","","","","JPN"
"S0OX","Mike Strickland","Mike Strickland",,,,,"","","","","USA"
"S0OY","Dave Shibley","Dave Shibley",,,,,"","","","","USA"
"S0OZ","Bob Sprengelmeyer","Bob Sprengelmeyer",,,,,"","","","","USA"
"S0P0","Stan Shanbron","Stan Shanbron",,,,,"","","","","USA"
"S0P4","Dean Schlobohm","Dean Schlobohm",,,,,"","","","","USA"
"S0P5","Don Shirk","Don Shirk",,,,,"","","","","USA"
"S0P6","XXXXXXX Scholtz","XXXXXXX Scholtz",,,,,"","","","",""
"S0P8","Pete Sammis","Pete Sammis",,,,,"","","","","USA"
"S0P9","Donald Sea","Donald Sea",,,,,"","","","","USA"
"S0PA","Tom Simonson","Tom Simonson",,,,,"","","","","USA"
"S0PB","Fred Suessmann","Fred Suessmann",,,,,"","","","","USA"
"S0PC","Gordon Sawyer","Gordon Sawyer",,,,,"","","","","USA"
"S0PD","Hank Scoble","Hank Scoble",,,,,"","","","","USA"
"S0PE","Jack Steinorth","Jack Steinorth",,,,,"","","","","USA"
"S0PF","Bill Small","Bill Small",,,,,"","","","","USA"
"S0PG","N. Stafford","N. Stafford",,,,,"","","","","AUS"
"S0PH","Lindsay Straney","Lindsay Straney",,,,,"","","","","AUS"
"S0PI","G. Same","G. Same",,,,,"","","","","AUS"
"S0PJ","K. Stanley","K. Stanley",,,,,"","","","","AUS"
"S0PK","M. Senior","M. Senior",,,,,"","","","","RSA"
"S0PL","Fried Schmitz","Fried Schmitz",,,,,"","","R","","NED"
"S0PM","Leonardo Scrocchia","Leonardo Scrocchia",,,,,"","","","","ITA"
"S0PN","Gaetano Scagnolari","Gaetano Scagnolari",,,,,"","","","","ITA"
"S0PO","Agostino Serra","Agostino Serra",,,,,"","","","","ITA"
"S0PP","Salvatore Sanges","Salvatore Sanges",,,,,"","","","","ITA"
"S0PQ","Unknown Spinelli","Unknown Spinelli",,,,,"","","","","ITA"
"S0PR","Frantisek Stejskal","Frantisek Stejskal",,,,,"","","","","CZE"
"S0PS","Peter Smith","Peter Smith",,,,,"","","","","AUS"
"S0PT","Johann Scholtemeyer","Johann Scholtemeyer",,,,,"","","","","RSA"
"S0PU","Nigel Smuts","Nigel Smuts",,,,,"","","","","RSA"
"S0PV","Theo Snyman","Theo Snyman",,,,,"","","","","RSA"
"S0PW","Pete Spiller","Pete Spiller",,,,,"","","","","RSA"
"S0PX","B. Smit","B. Smit",,,,,"","","","","RSA"
"S0PY","Michael Stewart","Michael Stewart",,,,,"","","","","AUS"
"S0PZ","L. Stevens","L. Stevens",,,,,"","","","","AUS"
"S0Q0","Graeme Scott","Graeme Scott",,,,,"","","","","AUS"
"S0Q1","Jean Scuvie","Jean Scuvie",,,,,"","","","","BEL"
"S0Q2","A. Saywell","A. Saywell",,,,,"","","","","AUS"
"S0Q3","R. Stubbins","R. Stubbins",,,,,"","","","","AUS"
"S0Q4","F. Starbuck","F. Starbuck",,,,,"","","","","AUS"
"S0Q5","Clyde Smithwick","Clyde Smithwick",,,,,"","","","","AUS"
"S0Q6","Terry Sargeant","Terry Sargeant",,,,,"","","","","AUS"
"S0Q7","D. Stanford","D. Stanford",,,,,"","","","","AUS"
"S0Q8","John Solow","John Solow",,,,,"","","","","USA"
"S0Q9","Lee Steele","Lee Steele",,,,,"","","","","USA"
"S0QA","D. Shaw","D. Shaw",,,,,"","","","","RSA"
"S0QB","Matthew Smith","Matthew Smith",,,,,"","","","","RSA"
"S0QC","Eric Sheridan","Eric Sheridan",,,,,"","","","","BEL"
"S0QD","M. Scivic","M. Scivic",,,,,"","","","","BEL"
"S0QE","Bob Smith","Bob Smith",,,,,"","","","","GBR"
"S0QF","Mark Simmons","Mark Simmons",,,,,"","","","","GBR"
"S0QG","Keith Stephens","Keith Stephens",,,,,"","","","","GBR"
"S0QH","Rob Simpson","Rob Simpson",,,,,"","","","","GBR"
"S0QI","Peter Sigwart","Peter Sigwart",,,,,"","","","","NED"
"S0QJ","Viorel Sotiriu","Viorel Sotiriu",,,,,"","","R","","ROU"
"S0QK","Carlos Suero","Carlos Suero",,,,,"","","","","VEN"
"S0QL","P. Sullivan","P. Sullivan",,,,,"","","","","GBR"
"S0QM","V.A. Scarti","V.A. Scarti",,,,,"","","","","GBR"
"S0QN","A.S. Svensson","A.S. Svensson",,,,,"","","","","SWE"
"S0QO","K. Simpson","K. Simpson",,,,,"","","","","AUS"
"S0QP","G. Sharpe","G. Sharpe",,,,,"","","","","AUS"
"S0QQ","P. Sofoulis","P. Sofoulis",,,,,"","","","","AUS"
"S0QR","Morris Shongwe","Morris Shongwe",,,,,"","","","","RSA"
"S0QS","D. Sheal","D. Sheal",,,,,"","","","","USA"
"S0QT","William Shivar","William Shivar",,,,,"","","","","GBR"
"S0QU","Charlie Shaw","Charlie Shaw",,,,,"","","","","USA"
"S0QV","R. Speeny","R. Speeny",,,,,"","","","","USA"
"S0QW","Desmond Shaw","Desmond Shaw",,,,,"","","","","NZL"
"S0QX","Tij Syma","Tij Syma",,,,,"","","","","JPN"
"S0R5","Ilya Snitari","Ilya Snitari",20020320,80,188,,"Chisinau","","R","2H","MDA"
"S0RE","Juncheng Shang","Juncheng Shang",20050202,73,180,2021,"Beijing, China","Martin Alund","L","2H","CHN"
"S0RI","Karan Singh","Karan Singh",20030630,81,185,,"Karnal,Haryana","Aditya Sachdeva","R","2H","IND"
"S0S1","Ben Shelton","Ben Shelton",20021009,88,193,2022,"Atlanta, GA, USA","Father, Bryan Shelton","L","2H","USA"
"S0TI","Philip Sekulic","Philip Sekulic",20030905,82,191,,"Subiaco","Tomo Sekulic","R","2H","AUS"
"S0TV","Jerry Stewart","Jerry Stewart",,,,,"","","","","USA"
"S0TX","Henry Searle","Henry Searle",20060329,85,193,,"Wolverhampton","","L","2H","GBR"
"S0U1","Emanuele Scarfiotti","Emanuele Scarfiotti",,,,,"","","","","ITA"
"S0UK","R. Sutton","R. Sutton",,,,,"","","","",""
"S0UL","R. Steele","R. Steele",,,,,"","","","","AUS"
"S0UU","Maxim Shin","Maxim Shin",20030604,75,191,,"Tashkent","Shin Vladislav","R","2H","UZB"
"S0UV","Rei Sakamoto","Rei Sakamoto",20060624,80,193,,"Nagoya","","R","2H","JPN"
"S0V8","Ofek Shimanov","Ofek Shimanov",20050703,70,178,,"Ramie","","R","2H","ISR"
"S0VM","Trevor Svajda","Trevor Svajda",20060420,69,175,,"La Jolla","Matt Hanlin","R","2H","USA"
"S0WT","Joel Schwaerzler","Joel Schwaerzler",20060127,86,188,,"Sandton","Juan Ozon Llacer","L","2H","AUT"
"S0XA","I. Smith","I. Smith",,,,,"","","","","AUS"
"S0XB","D.M. Simpson","D.M. Simpson",,,,,"","","","","GBR"
"S0XC","Jacques Sellschop","Jacques Sellschop",,,,,"South Africa","","","","RSA"
"S0XH","V. Scarfi","V. Scarfi",,,,,"","","","",""
"S0XI","W.J. Sale","W.J. Sale",,,,,"","","","","GBR"
"S0XJ","J. Sanchez","J. Sanchez",,,,,"","","","","MEX"
"S0XK","Antonio Sanchez","Antonio Sanchez",,,,,"","","","","MEX"
"S0XL","Jorge Solano","Jorge Solano",,,,,"","","","","MEX"
"S0XM","Arasmus Sanhueza","Arasmus Sanhueza",,,,,"","","","","CHI"
"S0XN","Tom Sergio","Tom Sergio",,,,,"","","","",""
"S0XO","S. Smith","S. Smith",,,,,"","","","","USA"
"S0XX","G. Smith","G. Smith",,,,,"","","","","AUS"
"S0YC","Olivio Silva","Olivio Silva",19440223,,,,"","","","","POR"
"S0YF","Theo Storck","Theo Storck",19481018,,,,"","","","","LUX"
"S0ZE","Colton Smith","Colton Smith",20030305,77,183,,"Olympia","Rohan Williams","R","2H","USA"
"S100","Peter Svensson","Peter Svensson",19660509,78,183,,"Villstad, Sweden","Bernt Simonsson","L","","SWE"
"S101","Jonas Svensson","Jonas Svensson",19661021,76,188,1985,"Goteburg, Sweden","Tim Klein","R","","SWE"
"S102","Andrew Sznajder","Andrew Sznajder",19670525,73,175,1988,"Preston, England","","R","","CAN"
"S103","Toshiro Sakai","Toshiro Sakai",19471123,,,,"Tokyo, Japan","","R","","JPN"
"S109","Davor Stolcer","Davor Stolcer",,,,,"","","R","","YUG"
"S110","Freddie Sauer","Freddie Sauer",19610802,,,,"","","R","","RSA"
"S111","Nick Saviano","Nick Saviano",19560605,75,180,,"Teaneck, NJ, USA","","L","","USA"
"S115","David Schneider","David Schneider",19550517,86,185,,"Johannesburg, South Africa","","R","","USA"
"S121","Tim Siegel","Tim Siegel",19640124,70,175,1987,"Manhasset, NY","","R","","USA"
"S122","Gordon Simmonds","Gordon Simmonds",,,,,"","","R","","RSA"
"S123","Jeff Simpson","Jeff Simpson",19501029,,,,"Hamilton, New Zealand","","R","","NZL"
"S126","Henry Somerville","Henry Somerville",19640508,,,,"Honolulu, HI, USA","","R","","USA"
"S129","Fred Stolle","Fred Stolle",19381008,93,191,1966,"Hornsby NSW, Australia","","R","","AUS"
"S131","Karsten Schulz","Karsten Schulz",19620609,81,183,,"Berlin, Germany","","R","","GER"
"S136","Louk Sanders","Louk Sanders",19500509,,,,"","","R","","NED"
"S137","Howard Schoenfield","Howard Schoenfield",19571115,,,,"","","R","","USA"
"S138","Rayno Seegers","Rayno Seegers",19520229,,,,"","","R","","RSA"
"S139","Butch Seewagen","Butch Seewagen",19460613,79,188,,"New York, NY, U.S.A.","","R","","USA"
"S140","Mike Shore","Mike Shore",19570120,,,,"Mercer Island, WA, USA","","R","","USA"
"S141","Dave Siegler","Dave Siegler",19610531,,,,"Hidden Hills, CA, USA","","R","","USA"
"S142","Jasjit Singh","Jasjit Singh",19480204,,,,"","","R","","IND"
"S143","Beejong Sisson","Beejong Sisson",,,,,"","","R","","PHI"
"S145","Peter Smylie","Peter Smylie",19581011,,,,"","","R","","AUS"
"S146","Nicola Spear","Nicola Spear",19440222,,,,"Subotica, Serbia","","R","","SRB"
"S147","Graham Stilwell","Graham Stilwell",19451115,,173,,"Denham, England","","R","","GBR"
"S148","Allan Stone","Allan Stone",19451014,,,,"Launceston, Australia","","R","","AUS"
"S149","Tenny Svensson","Tenny Svensson",19520921,,,,"","","R","","SWE"
"S150","Christopher Sylvan","Christopher Sylvan",19550318,,,,"Englewood, NJ","","R","","USA"
"S151","Celso Sacomandi","Celso Sacomandi",,,,,"","","R","","BRA"
"S152","Dragan Savic","Dragan Savic",,,,,"","","R","","YUG"
"S153","Steve Stockton","Steve Stockton",19460401,,,,"Garden City, NY, U.S.A.","","R","","USA"
"S157","Pat Serret","Pat Serret",,,,,"","","R","","AUS"
"S158","Ilan Sher","Ilan Sher",,,,,"","","R","","ISR"
"S160","J. Spinnenweber","J. Spinnenweber",,,,,"","","R","","USA"
"S162","David Smith","David Smith",,73,180,,"New York, NY","","R","","USA"
"S166","Sergio Speciale","Sergio Speciale",,,,,"","","R","","VEN"
"S167","Thierry Stevaux","Thierry Stevaux",19560614,,,,"","","R","","BEL"
"S168","Mike Styles","Mike Styles",,,,,"","","R","","RSA"
"S174","Harvey Spiegel","Harvey Spiegel",,,,,"","","R","","USA"
"S186","Frank Salazar","Frank Salazar",,,,,"","","R","","USA"
"S187","Raymond Suarez","Raymond Suarez",,,,,"","","R","","PHI"
"S190","Miguel Soares","Miguel Soares",,,,,"","","R","","POR"
"S191","Stuart Sarnia","Stuart Sarnia",,,,,"","","R","","JAM"
"S192","Petr Strobl","Petr Strobl",,,,,"","","R","","CZE"
"S194","Kouichi Sayama","Kouichi Sayama",,,,,"","","R","","JPN"
"S198","Jan Simbera","Jan Simbera",19511103,,,,"","","R","","CZE"
"S1AJ","Ziga Sesko","Ziga Sesko","20080727","","","","","","","","SVN"
"S1CL","Stephen Slocombe","Stephen Slocombe","20030331","","","","","","","","BAR"
"S200","Brian Stephenson","Brian Stephenson",,,,,"","","R","","GBR"
"S201","Lorenzo Soriano","Lorenzo Soriano",,,,,"","","R","","ARG"
"S202","Manuel Sousa","Manuel Sousa",,,,,"","","R","","POR"
"S209","Ismael Sauce","Ismael Sauce",,,,,"","","R","","VEN"
"S210","Gene Scott","Gene Scott",19371228,77,185,1968,"New York, NY, USA","","R","","USA"
"S211","Larry Scott","Larry Scott",19641121,82,188,,"New York, NY","","R","","USA"
"S212","Yashvin Shretta","Yashvin Shretta",,,,,"","","R","","KEN"
"S213","Dong-Wook Song","Dong-Wook Song",19620820,72,175,,"Seoul, South Korea","","L","","KOR"
"S217","Edgar Schurmann","Edgar Schurmann",,,,,"","","R","","SUI"
"S221","F. Settelmeyer","F. Settelmeyer",,,,,"","","R","","GER"
"S222","Bill Shivar","Bill Shivar",,,,,"","","R","","USA"
"S223","Hachiro Shibata","Hachiro Shibata",,,,,"","","R","","JPN"
"S224","Cliff Skakle","Cliff Skakle",,,,,"","","R","","USA"
"S226","Curt Stalder","Curt Stalder",19571120,,,,"Palos Verdes, CA, USA","","R","","USA"
"S230","Peter Szoke","Peter Szoke",19470808,,,,"","","R","","HUN"
"S232","Michael Sprenglemeyer","Michael Sprenglemeyer",19460706,,,,"Duduque, IA, U.S.A.","","R","","USA"
"S237","Terry Saunders","Terry Saunders",,,,,"","","R","","AUS"
"S238","Chauncey Steele III","Chauncey Steele III",19440216,,,,"","","R","","USA"
"S239","Michael Sangster","Michael Sangster",19400911,,,,"Devon, England","","R","","GBR"
"S240","E. Victor Seixas","E. Victor Seixas",19230830,79,185,,"Philadelphia, PA, USA","","R","","USA"
"S241","Dimitri Sturdza","Dimitri Sturdza",19381110,,,,"Jassy, Romania","","R","","SUI"
"S242","Abe Segal","Abe Segal",19301023,,,,"Johannesburg, South Africa","","L","","RSA"
"S243","Derek Schroder","Derek Schroder",,,,,"","","R","","RSA"
"S244","Colin Stubs","Colin Stubs",19410227,,,,"Melbourne, VIC, Australia","","R","","AUS"
"S245","Manuel Santana","Manuel Santana",19380510,,,,"","","R","","ESP"
"S246","Pancho Segura","Pancho Segura",19210620,,,,"Guayaquil, Ecuador","","R","","ECU"
"S247","Reyno Summers","Reyno Summers",,,,,"","","R","","RSA"
"S248","Frank Sedgman","Frank Sedgman",19271002,,,,"Mt. Albert, VIC, Australia","","R","","AUS"
"S249","Max Senior","Max Senior",,,,,"","","R","","AUS"
"S250","Jackie Saul","Jackie Saul",,,,,"","","R","","RSA"
"S251","Robert Stock","Robert Stock",19441015,,,,"","","R","","USA"
"S252","Robbie Smith","Robbie Smith",,,,,"","","R","","USA"
"S254","Ionel Santeiu","Ionel Santeiu",19480306,,,,"","","R","","ROU"
"S255","Roland Steigler","Roland Steigler",,,,,"","","R","","AUT"
"S257","John Sharpe","John Sharpe",19390518,,,,"Melboure","","R","","AUS"
"S258","Paul Sullivan","Paul Sullivan",,,,,"","","R","","USA"
"S259","Lenny Schloss","Lenny Schloss",,,,,"","","R","","USA"
"S263","Sivagnanam Suresh","Sivagnanam Suresh",,,,,"","","R","","SRI"
"S276","Ulf Stenlund","Ulf Stenlund",19670121,70,180,,"Falun, Sweden","","R","","SWE"
"S277","Igor Saric","Igor Saric",19670704,80,191,,"Zagreb, Yugoslavia","","R","","CRO"
"S278","Jan Svensen","Jan Svensen",,,,,"","","R","","NOR"
"S283","Otis Smith","Otis Smith",19651208,64,180,,"Los Angeles, CA","","L","","USA"
"S285","Phil Siviter","Phil Siviter",19530316,,,,"","","R","","GBR"
"S286","Dragan Stojovic","Dragan Stojovic",,,,,"","","R","","YUG"
"S287","Suharyadi Suharyadi","Suharyadi Suharyadi",,,,,"","","R","","INA"
"S288","Christian Saceanu","Christian Saceanu",19680708,80,191,1986,"Klausenburg, Rumania","","R","","GER"
"S291","Richard Schmidt","Richard Schmidt",19650131,79,185,,"Harvey, IL","","R","","USA"
"S295","Fritz Schunck","Fritz Schunck",,,,,"","","R","","USA"
"S296","Ken Stuart","Ken Stuart",,,,,"","","R","","USA"
"S297","Steve Siegel","Steve Siegel",19480904,,,,"Teaneck, NJ, U.S.A.","","R","","USA"
"S299","Ross Sherriff","Ross Sherriff",,,,,"","","R","","AUS"
"S300","Hendrick Sepp","Hendrick Sepp",,,,,"","","R","","RUS"
"S301","Rodney Sellick","Rodney Sellick",,,,,"","","R","","AUS"
"S302","Sutarjo Sugiarto","Sutarjo Sugiarto",19370218,,,,"","","R","","INA"
"S303","Allen Shapter","Allen Shapter",19411105,,,,"Sydney, NSW, Australia","","R","","AUS"
"S304","John Stephens","John Stephens",,,,,"","","R","","AUS"
"S305","Spencer Segura","Spencer Segura",,,,,"","","R","","USA"
"S306","Pekka Saila","Pekka Saila",,,,,"","","R","","FIN"
"S307","Lars Samuelson","Lars Samuelson",,,,,"","","R","","SWE"
"S308","K Shimamura","K Shimamura",,,,,"","","R","","JPN"
"S309","Greg Shephard","Greg Shephard",,,,,"","","R","","USA"
"S315","Gilbert Schaller","Gilbert Schaller",19690317,70,180,1987,"Bruck, Stiria, Austria","Peter Platzer","R","","AUT"
"S321","Brett Steven","Brett Steven",19690427,77,185,1988,"Auckland, New Zealand","None","R","","NZL"
"S328","Martin Strelba","Martin Strelba",19670322,79,191,1988,"Stara Bolesiav, Czechia","","R","","CZE"
"S329","Cyril Suk","Cyril Suk",19670129,80,180,1988,"Prague, Czechia","","R","","CZE"
"S330","Serge Soulie","Serge Soulie",19690623,,,,"","","R","","FRA"
"S331","Jason Stoltenberg","Jason Stoltenberg",19700404,80,185,1987,"Narrabri, NSW, Australia","None","R","","AUS"
"S332","Geoff Sara","Geoff Sara",,,,,"","","R","","AUS"
"S333","Josef Stabholz","Josef Stabholz",,,,,"","","R","","ISR"
"S334","Doug Smith","Doug Smith",,,,,"","","R","","AUS"
"S340","Roger Smith","Roger Smith",19640120,79,185,1987,"Freeport, Bahamas","John Daly","R","","BAH"
"S342","Roland So","Roland So",,,,,"","","R","","PHI"
"S343","Peter Smith","Peter Smith",19640815,84,188,,"Rome, Italy","","R","","USA"
"S347","Tobias Svantesson","Tobias Svantesson",19630401,86,193,1987,"Malmo, Sweden","","R","","SWE"
"S348","Vicente Solves","Vicente Solves",19690208,75,180,,"Valencia, Spain","","R","","ESP"
"S351","Michael Stich","Michael Stich",19681018,79,193,1988,"Pinneberg, Germany","Wally Masur","R","1H","GER"
"S352","Fabio Silberberg","Fabio Silberberg",19690325,90,191,1991,"Sao Paulo, Brazil","Mike DePalmer","L","1H","BRA"
"S356","Kaya Saydas","Kaya Saydas",,,,,"","","R","","TUR"
"S358","John Sobel","John Sobel",19640215,75,173,,"New York, NY","","R","","USA"
"S360","Stephane Sansoni","Stephane Sansoni",19670812,78,180,,"Toulouse, France","","R","","FRA"
"S362","Liu Shuhua","Liu Shuhua",,,,,"","","R","","CHN"
"S365","Marco Seruca","Marco Seruca",,,,,"","","R","","POR"
"S367","Martin Sinner","Martin Sinner",19680207,72,180,1988,"Koblenz, Germany","","R","","GER"
"S377","John Sullivan","John Sullivan",19661222,79,188,,"Rockville Center, NY","","R","","USA"
"S380","Bryan Shelton","Bryan Shelton",19651222,80,185,1989,"Huntsville, AL, USA","Bill Tym","R","","USA"
