tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1983-301,Auckland,Hard,32,A,19830110,1,A014,1,,John Alexander,R,191,AUS,31.521,31,433,F040,,,John Frawley,R,173,AUS,17.52,275,37,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,2,S052,2,,Russell Simpson,R,188,NZL,28.882,52,211,O014,,,Eduardo Oncins,R,,BRA,18.084,318,28,7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,3,L024,3,,Chris Lewis,R,180,NZL,25.84,51,227,M043,,,Scott McCain,R,180,USA,24.986,189,64,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,4,D049,,,Broderick Dyke,L,180,AUS,22.026,180,103,D074,4,,Phil Dent,R,183,AUS,32.903,64,196,6-4 5-7 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,5,F039,5,,Rod Frawley,R,180,AUS,30.338,114,144,M142,,,Matthew McDonald,R,,USA,24.416,454,11,7-6 4-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,6,D040,6,,Brad Drewett,L,185,AUS,24.479,116,158,J016,,,Peter Johnston,L,178,AUS,22.609,232,59,6-3 5-7 8-6,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,7,M072,7,,Bernard Mitton,R,188,RSA,28.17,162,82,C020,,,Ross Case,R,,AUS,31.192,389,17,6-2 3-6 8-6,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,8,S123,8,,Jeff Simpson,R,,NZL,32.2,168,91,T029,,,Craig Tregonning,R,,AUS,,530,7,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,9,D022,,,Bruce Derlin,L,180,NZL,21.117,193,84,C070,,,Rodney Crowley,R,,USA,24.301,367,20,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,10,F002,,,Charlie Fancutt,R,178,AUS,23.567,208,58,L027,,,Mark Lewis,R,,NZL,,454,11,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,11,G037,,,David Graham,R,180,AUS,20.435,311,29,D061,,,Ron Dutton,R,,NZL,,,,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,12,L026,,,David Lewis,R,180,NZL,18.352,421,14,E033,,,Rand Evett,R,,USA,28.862,222,68,3-6 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,13,L036,,,John Lloyd,R,178,GBR,28.372,198,78,W016,,,Greg Whitecross,R,185,AUS,21.823,268,61,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,14,M045,,,John McCurdy,R,188,AUS,22.661,234,47,M097,,,David Mustard,L,180,NZL,23.034,247,65,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,15,M176,,,Armand Molino,R,,USA,,327,26,C111,,,Robert Crames,R,,USA,22.554,497,9,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,16,S141,,,Dave Siegler,R,,USA,21.613,217,58,T033,,,Jeff Turpin,R,188,USA,22.661,346,23,7-5 2-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,17,A014,1,,John Alexander,R,191,AUS,31.521,31,433,L036,,,John Lloyd,R,178,GBR,28.372,198,78,7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,18,S052,2,,Russell Simpson,R,188,NZL,28.882,52,211,F002,,,Charlie Fancutt,R,178,AUS,23.567,208,58,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,19,L024,3,,Chris Lewis,R,180,NZL,25.84,51,227,M045,,,John McCurdy,R,188,AUS,22.661,234,47,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,20,F039,5,,Rod Frawley,R,180,AUS,30.338,114,144,G037,,,David Graham,R,180,AUS,20.435,311,29,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,21,S141,,,Dave Siegler,R,,USA,21.613,217,58,D040,6,,Brad Drewett,L,185,AUS,24.479,116,158,6-7 6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,22,M072,7,,Bernard Mitton,R,188,RSA,28.17,162,82,L026,,,David Lewis,R,180,NZL,18.352,421,14,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,23,S123,8,,Jeff Simpson,R,,NZL,32.2,168,91,D022,,,Bruce Derlin,L,180,NZL,21.117,193,84,4-6 6-3 8-6,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,24,D049,,,Broderick Dyke,L,180,AUS,22.026,180,103,M176,,,Armand Molino,R,,USA,,327,26,6-4 5-7 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,25,A014,1,,John Alexander,R,191,AUS,31.521,31,433,S141,,,Dave Siegler,R,,USA,21.613,217,58,6-1 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,26,S052,2,,Russell Simpson,R,188,NZL,28.882,52,211,S123,8,,Jeff Simpson,R,,NZL,32.2,168,91,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,27,L024,3,,Chris Lewis,R,180,NZL,25.84,51,227,M072,7,,Bernard Mitton,R,188,RSA,28.17,162,82,6-7 6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,28,F039,5,,Rod Frawley,R,180,AUS,30.338,114,144,D049,,,Broderick Dyke,L,180,AUS,22.026,180,103,6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,29,A014,1,,John Alexander,R,191,AUS,31.521,31,433,L024,3,,Chris Lewis,R,180,NZL,25.84,51,227,7-6 6-4,3,SF,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,30,S052,2,,Russell Simpson,R,188,NZL,28.882,52,211,F039,5,,Rod Frawley,R,180,AUS,30.338,114,144,6-4 3-6 6-4,3,SF,,,,,,,,,,,,,,,,,,,
1983-301,Auckland,Hard,32,A,19830110,31,A014,1,,John Alexander,R,191,AUS,31.521,31,433,S052,2,,Russell Simpson,R,188,NZL,28.882,52,211,6-4 6-3 6-3,5,F,,,,,,,,,,,,,,,,,,,
1983-D016,Davis Cup AME R1: PER vs BRA,Clay,4,D,19830114,1,K009,,,Carlos Kirmayr,R,173,BRA,32.309,54,248,D029,,,Carlos Di Laura,L,178,PER,18.237,454,11,6-1 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1983-D016,Davis Cup AME R1: PER vs BRA,Clay,4,D,19830114,2,A035,,,Pablo Arraya,R,180,PER,21.232,36,378,H026,,,Marcos Hocevar,R,185,BRA,27.305,37,412,6-3 2-6 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,
1983-D016,Davis Cup AME R1: PER vs BRA,Clay,4,D,19830114,3,K009,,,Carlos Kirmayr,R,173,BRA,32.309,54,248,A035,,,Pablo Arraya,R,180,PER,21.232,36,378,8-6 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1983-D016,Davis Cup AME R1: PER vs BRA,Clay,4,D,19830114,4,H026,,,Marcos Hocevar,R,185,BRA,27.305,37,412,D029,,,Carlos Di Laura,L,178,PER,18.237,454,11,8-6 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1983-D036,Davis Cup G2 R1: SRI vs HKG,Clay,4,D,19830114,1,B275,,,Mark Bailey,R,,HKG,,,,F089,,,Arjun Fernando,R,,SRI,,555,6,7-5 6-3 7-5,5,RR,,,,,,,,,,,,,,,,,,,
1983-D036,Davis Cup G2 R1: SRI vs HKG,Clay,4,D,19830114,2,110886,,,Frank Sebaratnam,,,SRI,,,,110882,,,Kelvin Ng,,,HKG,,,,2-6 6-2 6-1 RET,5,RR,,,,,,,,,,,,,,,,,,,
1983-D036,Davis Cup G2 R1: SRI vs HKG,Clay,4,D,19830114,3,110886,,,Frank Sebaratnam,,,SRI,,,,B275,,,Mark Bailey,R,,HKG,,,,7-5 3-6 2-6 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1983-D036,Davis Cup G2 R1: SRI vs HKG,Clay,4,D,19830114,4,B415,,,Paul Bailey,R,,HKG,,,,110887,,,Arjun Perera,,,SRI,,,,6-2 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,
1983-D050,Davis Cup G2 R1: PHI vs MAS,Clay,4,D,19830114,1,110976,,,Ody Gabriel,,,PHI,,,,M221,,,Adam Malik,R,193,MAS,15.682,,,6-4 6-0 6-2,5,RR,,,,,,,,,,,,,,,,,,,
1983-D050,Davis Cup G2 R1: PHI vs MAS,Clay,4,D,19830114,2,R115,,,Romeo Rafon,R,,PHI,,,,111071,,,Roy Anchant,,,MAS,,,,6-0 6-0 6-0,5,RR,,,,,,,,,,,,,,,,,,,
1983-D050,Davis Cup G2 R1: PHI vs MAS,Clay,4,D,19830114,3,110976,,,Ody Gabriel,,,PHI,,,,111072,,,Abdul Rahman Ramlal,,,MAS,,,,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,
1983-D050,Davis Cup G2 R1: PHI vs MAS,Clay,4,D,19830114,4,R115,,,Romeo Rafon,R,,PHI,,,,M221,,,Adam Malik,R,193,MAS,15.682,,,6-0 6-0,3,RR,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,1,A002,,,Ricardo Acuna,R,175,CHI,25.029,100,116,K013,,,Ivan Kley,R,183,BRA,24.572,233,47,6-4 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,2,B015,,,Givaldo Barbosa,R,183,BRA,28.997,110,99,G020,,,Julio Goes,R,180,BRA,27.25,114,143,6-4 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,3,B034,,,Ramiro Benavides,R,,BOL,35.984,210,61,S093,,,Morris Skip Strode,R,193,USA,22.637,126,139,6-0 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,4,B054,,,Bernard Boileau,R,185,BEL,23.669,70,131,M061,,,Rick Meyer,R,183,USA,27.389,247,43,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,5,B074,,,Jimmy Brown,R,180,USA,17.741,96,165,R012,,,Pedro Rebolledo,R,170,CHI,22.103,129,92,7-5 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,6,C025,,,Carlos Castellan,R,191,ARG,20.958,123,124,S092,,,Charles Buzz Strode,R,183,USA,25.385,190,79,6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,7,C049,,,Loic Courteau,R,175,FRA,19.05,168,73,R046,,,Rocky Royer,R,180,USA,24.578,153,93,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,8,D048,,,Pat Dupre,R,191,USA,28.356,74,179,A004,,,Egan Adams,R,178,USA,23.611,109,118,6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,9,F024,,,Jaime Fillol Sr.,R,180,CHI,36.643,75,125,S062,,,Joao Soares,R,185,BRA,31.751,92,220,6-7 6-1 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,10,G001,,,Alejandro Ganzabal,R,180,ARG,22.938,86,187,G054,,,Jim Gurfein,L,175,USA,22.053,118,110,1-6 7-5 6-0,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,11,G024,,,Francisco Gonzalez,R,193,PAR,27.181,112,138,K031,,,Zoltan Kuharszky,R,183,HUN,23.548,129,138,1-6 7-6 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,12,K024,,,Ramesh Krishnan,R,170,IND,21.637,99,215,G048,,,Tim Gullikson,R,180,USA,31.379,150,164,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,13,O006,,,Nduka Odizor,R,183,NGR,24.46,79,185,K010,,,Cesar Kist,R,180,BRA,18.256,371,19,6-2 3-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,14,S111,,,Nick Saviano,L,180,USA,26.637,97,190,C010,,,Ricardo Cano,R,170,ARG,31.91,219,52,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,15,S051,,,Stefan Simonsson,R,175,SWE,23.053,108,152,T014,,,Ben Testerman,L,185,USA,20.975,134,87,2-6 6-3 6-0,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,16,T020,,,Gustavo Tiberti,R,175,ARG,23.121,158,91,M092,,,Cassio Motta,R,180,BRA,22.921,77,207,4-6 6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,17,C039,1,,Jose-Luis Clerc,R,185,ARG,24.441,6,764,A002,,,Ricardo Acuna,R,175,CHI,25.029,100,116,6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,18,W023,2,,Mats Wilander,R,183,SWE,18.423,7,1087,T020,,,Gustavo Tiberti,R,175,ARG,23.121,158,91,6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,19,G023,3,,Andres Gomez,L,193,ECU,22.908,15,735,C025,,,Carlos Castellan,R,191,ARG,20.958,123,124,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,20,S058,4,,Tomas Smid,R,191,CZE,26.68,24,476,O006,,,Nduka Odizor,R,183,NGR,24.46,79,185,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,21,B054,,,Bernard Boileau,R,185,BEL,23.669,70,131,M041,6,,Tim Mayotte,R,191,USA,22.475,29,418,7-6 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,22,S111,,,Nick Saviano,L,180,USA,26.637,97,190,A035,7,,Pablo Arraya,R,180,PER,21.259,34,371,3-6 7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,23,D048,,,Pat Dupre,R,191,USA,28.356,74,179,H026,8,,Marcos Hocevar,R,185,BRA,27.332,36,399,6-4 3-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,24,G001,,,Alejandro Ganzabal,R,180,ARG,22.938,86,187,G019,9,,Shlomo Glickstein,R,188,ISR,25.049,38,319,2-6 7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,25,B034,,,Ramiro Benavides,R,,BOL,35.984,210,61,S053,10,,Hans Simonsson,R,183,SWE,20.734,47,166,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,26,K024,,,Ramesh Krishnan,R,170,IND,21.637,99,215,K009,11,,Carlos Kirmayr,R,173,BRA,32.337,62,209,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,27,G024,,,Francisco Gonzalez,R,193,PAR,27.181,112,138,W027,12,,Van Winitsky,L,185,USA,23.871,73,212,7-6 2-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,28,W019,14,,Tim Wilkison,L,180,USA,23.17,61,201,F024,,,Jaime Fillol Sr.,R,180,CHI,36.643,75,125,6-3 4-6 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,29,C049,,,Loic Courteau,R,175,FRA,19.05,168,73,P015,15,,Victor Pecci,R,193,PAR,27.277,66,192,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,30,B015,,,Givaldo Barbosa,R,183,BRA,28.997,110,99,K008,16,,Damir Keretic,R,178,GER,22.831,64,206,4-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,31,B074,,,Jimmy Brown,R,180,USA,17.741,96,165,G016,,,Brad Gilbert,R,185,USA,21.459,52,206,4-6 6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,32,S051,,,Stefan Simonsson,R,175,SWE,23.053,108,152,D038,,,David Dowlen,R,178,USA,22.973,293,32,6-7 6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,33,C039,1,,Jose-Luis Clerc,R,185,ARG,24.441,6,764,G001,,,Alejandro Ganzabal,R,180,ARG,22.938,86,187,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,34,W023,2,,Mats Wilander,R,183,SWE,18.423,7,1087,C049,,,Loic Courteau,R,175,FRA,19.05,168,73,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,35,G023,3,,Andres Gomez,L,193,ECU,22.908,15,735,B015,,,Givaldo Barbosa,R,183,BRA,28.997,110,99,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,36,S058,4,,Tomas Smid,R,191,CZE,26.68,24,476,B074,,,Jimmy Brown,R,180,USA,17.741,96,165,6-2 5-7 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,37,B054,,,Bernard Boileau,R,185,BEL,23.669,70,131,W019,14,,Tim Wilkison,L,180,USA,23.17,61,201,W/O,,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,38,D048,,,Pat Dupre,R,191,USA,28.356,74,179,B034,,,Ramiro Benavides,R,,BOL,35.984,210,61,6-2 6-0,3,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,39,G024,,,Francisco Gonzalez,R,193,PAR,27.181,112,138,S111,,,Nick Saviano,L,180,USA,26.637,97,190,6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,40,K024,,,Ramesh Krishnan,R,170,IND,21.637,99,215,S051,,,Stefan Simonsson,R,175,SWE,23.053,108,152,6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,41,C039,1,,Jose-Luis Clerc,R,185,ARG,24.441,6,764,G024,,,Francisco Gonzalez,R,193,PAR,27.181,112,138,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,42,W023,2,,Mats Wilander,R,183,SWE,18.423,7,1087,K024,,,Ramesh Krishnan,R,170,IND,21.637,99,215,6-1 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1983-201,Guaruja,Hard,64,A,19830124,43,B054,,,Bernard Boileau,R,185,BEL,23.669,70,131,G023,3,,Andres Gomez,L,193,ECU,22.908,15,735,7-5 6-1,3,QF,,,,,,,,,,,,,,,,,,,
