tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-7308,Adelaide,Hard,32,A,20011231,1,H336,1,,Tim Henman,R,185,GBR,27.318,9,,F164,,Q,Richard Fromberg,R,196,AUS,31.677,309,,6-3 6-7(5) 6-0,3,R32,117,3,0,83,60,42,17,14,4,5,2,5,93,54,39,13,13,5,10
2002-7308,Adelaide,Hard,32,A,20011231,2,C328,,,Kenneth Carlsen,L,190,DEN,28.706,153,,B499,,LL,Wayne Black,R,170,ZIM,28.129,160,,7-6(4) 6-7(3) 6-0,3,R32,145,7,2,95,61,42,20,15,3,6,0,2,114,56,33,28,15,9,15
2002-7308,Adelaide,Hard,32,A,20011231,3,D270,,WC,Scott Draper,L,178,AUS,27.573,221,,S604,,,Andre Sa,R,185,BRA,24.654,85,,6-1 6-2,3,R32,49,2,0,40,29,22,10,8,0,0,0,4,46,27,13,9,7,3,7
2002-7308,Adelaide,Hard,32,A,20011231,4,R237,6,,Greg Rusedski,L,193,GBR,28.318,31,,D291,,,Jacobo Diaz,R,173,ESP,25.473,88,,6-3 7-6(4),3,R32,82,15,3,54,37,35,9,11,0,1,2,4,80,57,36,11,10,7,9
2002-7308,Adelaide,Hard,32,A,20011231,5,E113,3,,Thomas Enqvist,R,190,SWE,27.803,24,,R286,,,Marcelo Rios,L,175,CHI,26.015,39,,6-0 6-3,3,R32,52,3,5,58,33,29,9,8,4,4,6,4,43,25,16,5,7,2,6
2002-7308,Adelaide,Hard,32,A,20011231,6,G319,,,Jerome Golmard,L,188,FRA,28.309,50,,A202,,,Wayne Arthurs,L,190,AUS,30.79,77,,6-4 6-0,3,R32,60,3,3,48,34,29,6,8,3,3,10,2,49,28,17,9,8,6,10
2002-7308,Adelaide,Hard,32,A,20011231,7,C514,,,Juan Ignacio Chela,R,190,ARG,22.338,70,,D316,,Q,Ramon Delgado,R,185,PAR,25.128,92,,6-1 6-3,3,R32,67,2,0,40,27,22,8,8,1,2,2,1,57,35,19,7,8,5,10
2002-7308,Adelaide,Hard,32,A,20011231,8,M590,,,Alberto Martin,R,175,ESP,23.365,41,,V250,7,,Andreas Vinciguerra,L,180,SWE,20.862,34,,6-3 6-4,3,R32,70,2,5,58,37,28,12,10,3,4,2,1,56,33,21,11,9,0,3
2002-7308,Adelaide,Hard,32,A,20011231,9,L360,8,,Ivan Ljubicic,R,193,CRO,22.787,37,,R368,,,Michael Russell,R,173,USA,23.669,87,,7-6(2) 7-6(13),3,R32,121,11,4,95,53,42,25,12,6,7,3,4,93,68,52,11,12,5,6
2002-7308,Adelaide,Hard,32,A,20011231,10,M655,,,Nicolas Massu,R,183,CHI,22.226,80,,S608,,,Attila Savolt,R,183,HUN,25.903,93,,6-2 6-1,3,R32,71,1,0,45,33,21,8,8,1,2,0,1,42,19,7,8,7,1,6
2002-7308,Adelaide,Hard,32,A,20011231,11,M850,,Q,Paul-Henri Mathieu,R,185,FRA,19.967,150,,I052,,,Andrew Ilie,R,180,AUS,25.703,,,6-3 6-1,3,R32,66,7,1,57,31,26,13,8,5,5,1,2,65,44,24,8,8,5,9
2002-7308,Adelaide,Hard,32,A,20011231,12,A226,4,,Hicham Arazi,L,175,MAR,28.2,25,,K319,,,Michel Kratochvil,R,185,SUI,22.735,46,,6-3 2-6 7-6(3),3,R32,131,3,3,97,55,34,18,14,7,13,1,2,88,56,34,13,15,2,8
2002-7308,Adelaide,Hard,32,A,20011231,13,S572,5,,Sjeng Schalken,R,193,NED,25.311,26,,K379,,Q,Alex Kim,R,175,USA,23.031,250,,6-3 6-2,3,R32,99,3,1,63,39,27,15,9,2,2,0,2,53,36,19,9,8,2,5
2002-7308,Adelaide,Hard,32,A,20011231,14,P338,,WC,Mark Philippoussis,R,196,AUS,25.147,104,,B599,,,Julien Boutter,R,190,FRA,27.74,53,,6-3 6-4,3,R32,76,8,0,47,23,21,19,10,0,0,6,2,53,33,23,10,9,2,4
2002-7308,Adelaide,Hard,32,A,20011231,15,L428,,,Michael Llodra,L,190,FRA,21.621,89,,F196,,,Wayne Ferreira,R,185,RSA,30.294,62,,6-3 3-6 6-3,3,R32,96,4,5,80,38,29,22,14,3,6,7,5,89,52,35,16,13,6,10
2002-7308,Adelaide,Hard,32,A,20011231,16,M442,,,Todd Martin,R,198,USA,31.483,57,,S402,2,,Pete Sampras,R,185,USA,30.387,10,,3-6 6-3 6-4,3,R32,115,11,4,99,64,46,19,14,3,4,14,4,79,48,39,14,14,2,4
2002-7308,Adelaide,Hard,32,A,20011231,17,H336,1,,Tim Henman,R,185,GBR,27.318,9,,C328,,,Kenneth Carlsen,L,190,DEN,28.706,153,,7-6(2) RET,3,R16,55,1,0,40,30,24,5,6,0,0,3,0,43,28,21,8,7,3,3
2002-7308,Adelaide,Hard,32,A,20011231,18,R237,6,,Greg Rusedski,L,193,GBR,28.318,31,,D270,,WC,Scott Draper,L,178,AUS,27.573,221,,6-1 3-6 6-4,3,R16,89,15,5,86,61,46,12,13,8,9,4,1,70,42,26,17,13,1,4
2002-7308,Adelaide,Hard,32,A,20011231,19,E113,3,,Thomas Enqvist,R,190,SWE,27.803,24,,G319,,,Jerome Golmard,L,188,FRA,28.309,50,,6-4 4-6 6-1,3,R16,116,10,8,104,52,38,29,14,8,9,13,2,73,47,31,18,13,3,6
2002-7308,Adelaide,Hard,32,A,20011231,20,M590,,,Alberto Martin,R,175,ESP,23.365,41,,C514,,,Juan Ignacio Chela,R,190,ARG,22.338,70,,6-2 7-5,3,R16,86,0,3,70,47,31,13,10,5,6,1,4,59,29,18,16,10,2,6
2002-7308,Adelaide,Hard,32,A,20011231,21,L360,8,,Ivan Ljubicic,R,193,CRO,22.787,37,,M655,,,Nicolas Massu,R,183,CHI,22.226,80,,7-6(5) 7-5,3,R16,86,0,3,70,47,31,13,10,5,6,1,4,59,29,18,16,10,2,6
2002-7308,Adelaide,Hard,32,A,20011231,22,A226,4,,Hicham Arazi,L,175,MAR,28.2,25,,M850,,Q,Paul-Henri Mathieu,R,185,FRA,19.967,150,,6-4 0-6 6-2,3,R16,104,8,2,72,35,29,15,12,1,4,4,2,86,42,30,22,12,9,12
2002-7308,Adelaide,Hard,32,A,20011231,23,P338,,WC,Mark Philippoussis,R,196,AUS,25.147,104,,S572,5,,Sjeng Schalken,R,193,NED,25.311,26,,6-0 6-3,3,R16,57,12,2,41,21,19,14,8,0,0,0,0,37,28,11,6,7,0,4
2002-7308,Adelaide,Hard,32,A,20011231,24,M442,,,Todd Martin,R,198,USA,31.483,57,,L428,,,Michael Llodra,L,190,FRA,21.621,89,,7-5 6-4,3,R16,75,6,1,58,39,32,11,11,3,4,8,5,66,32,24,18,11,5,8
2002-7308,Adelaide,Hard,32,A,20011231,25,H336,1,,Tim Henman,R,185,GBR,27.318,9,,R237,6,,Greg Rusedski,L,193,GBR,28.318,31,,6-4 6-4,3,QF,72,2,2,57,41,27,11,10,0,1,5,1,54,31,24,11,10,3,6
2002-7308,Adelaide,Hard,32,A,20011231,26,M590,,,Alberto Martin,R,175,ESP,23.365,41,,E113,3,,Thomas Enqvist,R,190,SWE,27.803,24,,3-6 6-4 6-3,3,QF,117,0,10,87,48,33,20,14,3,6,5,4,90,50,32,20,14,0,4
2002-7308,Adelaide,Hard,32,A,20011231,27,A226,4,,Hicham Arazi,L,175,MAR,28.2,25,,L360,8,,Ivan Ljubicic,R,193,CRO,22.787,37,,4-1 RET,3,QF,31,1,0,10,7,6,2,3,0,0,2,1,28,11,7,6,3,4,6
2002-7308,Adelaide,Hard,32,A,20011231,28,P338,,WC,Mark Philippoussis,R,196,AUS,25.147,104,,M442,,,Todd Martin,R,198,USA,31.483,57,,4-6 6-2 6-2,3,QF,106,18,2,72,39,33,20,13,3,4,13,6,88,53,41,11,13,7,11
2002-7308,Adelaide,Hard,32,A,20011231,29,H336,1,,Tim Henman,R,185,GBR,27.318,9,,M590,,,Alberto Martin,R,175,ESP,23.365,41,,7-5 4-6 6-2,3,SF,130,1,3,93,62,46,10,15,5,8,1,6,94,66,39,15,15,7,12
2002-7308,Adelaide,Hard,32,A,20011231,30,P338,,WC,Mark Philippoussis,R,196,AUS,25.147,104,,A226,4,,Hicham Arazi,L,175,MAR,28.2,25,,6-4 6-1,3,SF,70,10,2,54,26,22,15,9,1,2,2,1,53,28,14,16,8,5,9
